"LZCODE","p","b","n","rsq","maxspi","minspi","meanspi"
"ZM21",0.961892306526602,-0.453413383500866,908,0.113834170868651,2.32953834795652,-0.526714486345705,0.643169748878816
"ZW0",0.356682508129612,38.8827364358063,262,0.0424509390137579,0.415130149762437,-0.830049744854256,-0.0887933275308233
"ZW02",0.485019272759475,-9.6373275877853,587,0.0393609568269698,1.09196991646744,-0.863217758122745,0.162962146114236
"ZW04",0.101790572338171,15.6759156226886,768,0.0572100874285465,1.45774935605884,-0.920417591470346,0.222098309511526
"ZW05",0.109132442470192,21.3976280390154,392,0.0928286307357294,1.27827698985394,-0.890262120540617,0.19744156345649
"ZW06",0.723446526913507,-7.07264685241953,214,0.141762579498652,0.889880033225045,-0.598709334733763,0.155805880784179
"ZW09",0.443048873099684,11.3676732508139,475,0.0317921737349868,1.4776331440442,-0.58426305896077,0.227300094602494
"ZW10",0.34541523700128,12.554258800897,408,0.0456393093436609,1.58771123354289,-0.635683785062455,0.0882690808328654
"ZW11",0.752158186652449,-2.01376740620996,1342,0.0403054426512535,1.91794426784668,-1.03886209411124,0.282901693993631
"ZW12",0.24954038435707,8.8914186863541,1319,0.0545447991492597,1.80081939230486,-0.978780074168265,0.377812205194365
"ZW14",0.0696287525751679,-27.5776895906827,258,0.0577035447684582,1.3887776846021,-0.641634654092592,0.31411360684525
"ZW16",0.955239368052449,-0.799498092177573,430,0.0696840858767756,1.17237110601505,-0.679333500958748,0.255638457108874
"ZW17",0.419603587857698,7.36337800048387,1248,0.0564429837791956,1.27916527327778,-0.934723301211919,0.181006278602494
"ZW18",0.0114484818536122,-43.0547272915867,435,0.0707517928229953,1.41815503998503,-0.609498159781643,0.309370295109693
"ZW20",0.545839616531881,14.0679343514997,336,0.12192930370085,0.979708420436912,-0.401241878391772,0.278591496036413
"ZW21",0.146528900924763,-37.4593631412269,218,0.106082296756139,1.15885231238672,-0.45871871602488,0.216117420669303
"ZW22",0.406077983848187,9.61871789034482,283,0.0581877889936576,1.27980194738932,-1.05259963435855,0.341052662269754
"ZW23",0.594976042847576,-5.98324270466616,289,0.059910475948179,1.23273961453777,-1.06183994620866,0.116738973410515
"ZW24",0.648562678167113,-5.97953902677509,550,0.0329593456627388,1.31484452806084,-0.802193376725043,0.276356289278662
"ZW25",0.683172594480841,-7.30677299920338,400,0.0498788980176509,1.24084481602411,-0.51390098029704,0.297533224223177
"ZW26",0.033758373469243,-55.9166204035622,211,0.0871418766994466,0.895112634800665,-0.526230824467781,0.319314400169319
