"dhscode","spiimpact","year","LATNUM","LONGNUM","country"
"AL-5-1-1",-0.000736856708041953,2008,40.822652,19.838321,"AL"
"AL-5-1-10",-0.000627133024022711,2008,40.698522,19.9503,"AL"
"AL-5-1-100",0.000132887743633351,2009,41.112827,20.113423,"AL"
"AL-5-1-101",0.000306220048682483,2009,41.124938,20.070425,"AL"
"AL-5-1-102",-0.000273606153926629,2009,41.107213,20.076463,"AL"
"AL-5-1-103",8.19846726772667e-05,2009,41.114331,20.06936,"AL"
"AL-5-1-104",-3.06048021270492e-05,2009,41.113391,20.080656,"AL"
"AL-5-1-105",0.000323051969358992,2008,40.567915,19.632669,"AL"
"AL-5-1-106",0.000189984059751722,2008,40.572031,19.657091,"AL"
"AL-5-1-107",-0.000306253708948878,2008,40.735403,19.483347,"AL"
"AL-5-1-108",-0.000356776514143734,2008,40.67899,19.49058,"AL"
"AL-5-1-109",-0.000127489188377809,2008,40.742882,19.671396,"AL"
"AL-5-1-11",-2.73457494027221e-05,2009,40.717969,19.935874,"AL"
"AL-5-1-11",-2.73457494027221e-05,2008,40.717969,19.935874,"AL"
"AL-5-1-110",8.93589025372959e-06,2008,40.6862149,19.79982432,"AL"
"AL-5-1-111",-0.000232815381031361,2008,40.729965,19.569688,"AL"
"AL-5-1-112",-0.000189658063852102,2008,40.807737,19.562051,"AL"
"AL-5-1-113",-0.000295587207014012,2009,40.78863,19.615584,"AL"
"AL-5-1-114",-3.87563401659522e-05,2009,40.670499,19.610017,"AL"
"AL-5-1-115",-0.000452035276981642,2009,40.635606,19.652838,"AL"
"AL-5-1-116",-0.000109694333532098,2009,40.752687,19.505801,"AL"
"AL-5-1-117",2.3962382867005e-05,2008,40.764994,19.747691,"AL"
"AL-5-1-118",-0.000232073449274481,2009,40.742302,19.4329,"AL"
"AL-5-1-119",0.000315714555663678,2009,40.715702,19.53449,"AL"
"AL-5-1-12",-1.975710152176e-05,2008,40.711304,19.937764,"AL"
"AL-5-1-120",0.000132263921323373,2009,40.730396,19.541627,"AL"
"AL-5-1-121",-0.000235036541357335,2009,40.720624,19.577957,"AL"
"AL-5-1-122",-0.000227664781259851,2009,40.744906,19.569765,"AL"
"AL-5-1-124",0.000499610947509242,2009,40.725969,19.572351,"AL"
"AL-5-1-126",0.000895296231480151,2009,40.724063,19.551914,"AL"
"AL-5-1-127",0.000991338637185724,2009,40.732527,19.545404,"AL"
"AL-5-1-128",0.000912773689639164,2009,40.728557,19.56754,"AL"
"AL-5-1-13",-0.000796478831552784,2009,40.723283,19.945518,"AL"
"AL-5-1-13",-0.000796478831552784,2008,40.723283,19.945518,"AL"
"AL-5-1-130",0.000968432574261726,2009,40.674696,19.616924,"AL"
"AL-5-1-131",0.00112380803231709,2009,40.738469,19.723369,"AL"
"AL-5-1-132",0.000270308470097957,2008,39.919217,20.316928,"AL"
"AL-5-1-133",6.7285974444886e-06,2008,40.13414,20.10725,"AL"
"AL-5-1-134",8.03838622896773e-05,2008,40.070536,20.127742,"AL"
"AL-5-1-135",-0.000728348866056035,2008,40.074667,20.156582,"AL"
"AL-5-1-136",-0.000877855064809934,2008,40.793203,20.327734,"AL"
"AL-5-1-137",0.000482648850588423,2008,40.769551,20.173315,"AL"
"AL-5-1-138",-0.000271983487123706,2008,40.950585,20.15515,"AL"
"AL-5-1-139",0.000500048222477247,2008,40.881853,20.259662,"AL"
"AL-5-1-14",0.000267806595847466,2009,40.707192,19.957393,"AL"
"AL-5-1-140",-0.000581780395027026,2008,40.753633,20.270504,"AL"
"AL-5-1-141",0.000163729167508406,2008,40.90218,20.355311,"AL"
"AL-5-1-142",-3.27563622276449e-05,2008,40.82762,20.084756,"AL"
"AL-5-1-143",0.0010861336569076,2008,40.87209,20.185926,"AL"
"AL-5-1-144",-6.6576362529385e-05,2008,40.857373,20.19022,"AL"
"AL-5-1-145",-0.000336105149509489,2008,40.852811,20.180499,"AL"
"AL-5-1-146",1.52228358551676e-05,2008,40.860529,20.19111,"AL"
"AL-5-1-147",-8.0269471491281e-05,2008,40.853582,20.18431,"AL"
"AL-5-1-148",-0.000788239507235718,2008,40.854437,20.199351,"AL"
"AL-5-1-149",-0.000343700142087681,2008,40.853199,20.185923,"AL"
"AL-5-1-15",-0.000156837807906876,2009,40.710037,19.974657,"AL"
"AL-5-1-150",-0.000254067630725252,2009,42.162683,20.383164,"AL"
"AL-5-1-151",0.00111957592576231,2009,42.184798,20.397091,"AL"
"AL-5-1-152",0.00213024454490586,2009,42.147363,20.394346,"AL"
"AL-5-1-153",0.0010627334051899,2009,42.201536,20.392315,"AL"
"AL-5-1-154",-0.000346223312894772,2009,42.197338,20.398472,"AL"
"AL-5-1-155",-1.65279271155775e-05,2009,42.192467,20.414906,"AL"
"AL-5-1-156",-0.000103745787257804,2009,41.248127,19.553466,"AL"
"AL-5-1-157",-0.000228548335399737,2009,41.084607,19.593856,"AL"
"AL-5-1-158",-0.000307289329913363,2009,41.103659,19.488327,"AL"
"AL-5-1-159",0.00024458848858915,2009,41.098733,19.569157,"AL"
"AL-5-1-16",-0.000650903774984332,2009,41.491808,20.192569,"AL"
"AL-5-1-161",-0.000535969778399124,2009,41.243755,19.523395,"AL"
"AL-5-1-162",0.00122957670399707,2009,41.201745,19.539072,"AL"
"AL-5-1-163",0.00133539930416874,2009,41.179262,19.566889,"AL"
"AL-5-1-165",0.00011662878196287,2009,41.176042,19.551726,"AL"
"AL-5-1-166",-0.000628201242440762,2009,41.076822,19.675314,"AL"
"AL-5-1-169",0.000371547233429383,2008,40.771737,20.904882,"AL"
"AL-5-1-17",0.000575779926913714,2009,41.538256,20.274292,"AL"
"AL-5-1-170",-9.09476598097555e-05,2008,40.743836,20.695333,"AL"
"AL-5-1-171",0.00012225055323885,2008,40.663443,20.780217,"AL"
"AL-5-1-172",-1.28487460673043e-05,2008,40.477401,20.654243,"AL"
"AL-5-1-173",0.000632963814970277,2008,40.792022,20.815239,"AL"
"AL-5-1-174",0.000226869205680474,2008,40.612542,20.804422,"AL"
"AL-5-1-176",3.18107372480531e-05,2009,40.606246,20.774674,"AL"
"AL-5-1-179",0.000474489726470095,2009,40.617159,20.782163,"AL"
"AL-5-1-18",-0.000246973623248464,2009,41.53675,20.394638,"AL"
"AL-5-1-180",-0.000590268056656251,2009,40.624607,20.780445,"AL"
"AL-5-1-182",0.000395815286931863,2009,40.597331,20.766493,"AL"
"AL-5-1-183",0.000971621898728674,2009,40.601231,20.780877,"AL"
"AL-5-1-184",5.15371778200964e-05,2009,40.689824,20.700616,"AL"
"AL-5-1-185",-0.00142816390687502,2008,41.548827,19.834305,"AL"
"AL-5-1-186",-0.00108933060723175,2008,41.547124,19.724858,"AL"
"AL-5-1-187",-3.30199988618385e-06,2009,41.421338,19.728823,"AL"
"AL-5-1-188",0.000535740618380206,2009,41.468367,19.717558,"AL"
"AL-5-1-189",0.000812378434326825,2009,41.520834,19.775902,"AL"
"AL-5-1-19",-0.00134394264834092,2009,41.389071,20.550972,"AL"
"AL-5-1-190",-0.00250601056473477,2009,40.810799,19.838276,"AL"
"AL-5-1-191",0.000243905277844804,2009,40.762223,19.930615,"AL"
"AL-5-1-192",-0.0013651834348462,2009,40.795886,19.905892,"AL"
"AL-5-1-194",-0.000290301524367068,2009,41.95966,20.365188,"AL"
"AL-5-1-195",-9.38671445125409e-05,2009,41.965988,20.40472,"AL"
"AL-5-1-196",-0.000260876607341887,2009,42.051202,20.395518,"AL"
"AL-5-1-197",-0.000276537874783446,2009,42.083396,20.277467,"AL"
"AL-5-1-198",0.00112446598451856,2008,42.010803,20.539524,"AL"
"AL-5-1-2",-0.00110586671782418,2008,40.696846,20.007555,"AL"
"AL-5-1-20",0.000112993026293149,2009,41.430779,20.447701,"AL"
"AL-5-1-200",-5.25197924209031e-05,2009,42.063956,20.44777,"AL"
"AL-5-1-201",-3.9380628605917e-05,2008,41.984456,20.295616,"AL"
"AL-5-1-202",-0.000354375416889536,2009,42.093811,20.452312,"AL"
"AL-5-1-203",0.000751932106634114,2009,41.966789,20.521732,"AL"
"AL-5-1-204",0.000298127669377971,2008,41.923197,20.375972,"AL"
"AL-5-1-205",-5.86692997392573e-05,2008,41.880513,20.347038,"AL"
"AL-5-1-206",-0.000520576215174785,2009,42.081051,20.408793,"AL"
"AL-5-1-207",-0.000173073199594664,2008,42.080813,20.419739,"AL"
"AL-5-1-208",-0.00113720007122744,2009,42.084383,20.416341,"AL"
"AL-5-1-209",0.000761646043191523,2008,42.088604,20.431165,"AL"
"AL-5-1-21",-0.000757539765601369,2009,41.610799,20.35565,"AL"
"AL-5-1-210",0.0005814590412008,2009,42.078462,20.428691,"AL"
"AL-5-1-211",-9.07781098617564e-05,2008,42.067514,20.427347,"AL"
"AL-5-1-212",0.000216363688366706,2009,42.089015,20.431233,"AL"
"AL-5-1-213",-0.000166791675630535,2008,42.068623,20.407964,"AL"
"AL-5-1-214",0.000213050602626221,2009,42.04782,20.414337,"AL"
"AL-5-1-215",0.000902786812978766,2008,42.073245,20.441682,"AL"
"AL-5-1-216",-0.000186754140598255,2008,41.616301,19.729158,"AL"
"AL-5-1-217",-5.97527640507668e-06,2008,41.602316,19.700999,"AL"
"AL-5-1-218",-9.39881500936181e-05,2008,41.695412,19.688434,"AL"
"AL-5-1-219",-0.000224574619805908,2008,41.632828,19.705447,"AL"
"AL-5-1-22",0.000951144601745808,2008,41.567339,20.405015,"AL"
"AL-5-1-220",0.000738653393276027,2008,41.629129,19.71614,"AL"
"AL-5-1-221",-0.00036222634879375,2008,41.626665,19.722666,"AL"
"AL-5-1-222",8.47263306914023e-05,2008,41.568023,19.681979,"AL"
"AL-5-1-224",-0.000228447354990083,2008,41.863875,19.649688,"AL"
"AL-5-1-225",-0.000503975883746753,2008,41.849643,19.700317,"AL"
"AL-5-1-226",-0.000230533602758293,2008,41.747209,19.618019,"AL"
"AL-5-1-227",0.000135132841954346,2008,41.861759,19.718992,"AL"
"AL-5-1-228",0.00033606967920787,2008,41.720592,19.701762,"AL"
"AL-5-1-229",4.04962329957443e-05,2008,41.779898,19.647117,"AL"
"AL-5-1-23",7.85723995210504e-05,2009,41.422539,20.349194,"AL"
"AL-5-1-230",-0.000526817713763392,2008,41.770388,19.657505,"AL"
"AL-5-1-231",0.000146324184674167,2009,41.77627,19.651819,"AL"
"AL-5-1-231",0.000146324184674167,2008,41.77627,19.651819,"AL"
"AL-5-1-232",-0.000755576927522365,2009,41.817023,19.577039,"AL"
"AL-5-1-233",0.00106896747091179,2008,41.147663,20.3558,"AL"
"AL-5-1-234",0.000456052595476991,2008,41.117537,20.399003,"AL"
"AL-5-1-235",-0.000269914539950833,2008,41.281688,20.330036,"AL"
"AL-5-1-236",0.0011261006058632,2008,41.303783,20.142455,"AL"
"AL-5-1-237",0.000357755013328609,2008,41.266684,20.287061,"AL"
"AL-5-1-238",0.000104802605774714,2008,41.063123,20.582072,"AL"
"AL-5-1-239",-0.000287840742128195,2008,41.171355,20.282209,"AL"
"AL-5-1-24",0.000809674920756503,2009,41.481501,20.321186,"AL"
"AL-5-1-240",0.000690508183576227,2008,41.217854,20.340133,"AL"
"AL-5-1-241",0.00167701271279606,2009,41.187636,20.350631,"AL"
"AL-5-1-242",0.000267583993985056,2009,41.131348,20.281431,"AL"
"AL-5-1-243",4.99280580076774e-06,2009,41.109337,20.430474,"AL"
"AL-5-1-244",0.000354442460710015,2009,41.067197,20.449159,"AL"
"AL-5-1-245",-0.000144008872558381,2008,41.053018,20.463697,"AL"
"AL-5-1-246",-0.00025988165301557,2008,41.054724,20.434234,"AL"
"AL-5-1-247",0.000347570963253937,2008,40.999778,20.428769,"AL"
"AL-5-1-248",0.000665539009493524,2008,41.108251,20.58164,"AL"
"AL-5-1-249",2.28108024063017e-05,2008,41.056786,20.543233,"AL"
"AL-5-1-25",-0.000134395407099285,2009,41.49441,20.198706,"AL"
"AL-5-1-250",-0.000508152061120879,2008,41.049113,20.575323,"AL"
"AL-5-1-251",0.000972435141296479,2009,41.165193,20.299767,"AL"
"AL-5-1-252",0.000709805381643723,2009,41.177155,20.317792,"AL"
"AL-5-1-253",0.00105204517817153,2009,41.175759,20.301495,"AL"
"AL-5-1-254",4.61340808984994e-05,2009,41.167108,20.326313,"AL"
"AL-5-1-255",0.00101098014779382,2009,41.184243,20.326718,"AL"
"AL-5-1-256",0.000767110752890916,2009,41.058276,20.564357,"AL"
"AL-5-1-257",0.000301703314282382,2009,41.087272,20.550694,"AL"
"AL-5-1-258",0.00138126716897448,2009,41.082292,20.541895,"AL"
"AL-5-1-259",0.000928159015328661,2009,41.075201,20.569088,"AL"
"AL-5-1-26",-0.000226739447789086,2009,41.487724,20.209672,"AL"
"AL-5-1-260",-6.1529545341865e-05,2009,40.995284,19.752365,"AL"
"AL-5-1-261",-0.00141993299698954,2009,40.982879,19.565858,"AL"
"AL-5-1-262",-0.00136229239075798,2009,40.985897,19.632303,"AL"
"AL-5-1-263",-0.000342272770628264,2009,40.853147,19.834008,"AL"
"AL-5-1-264",-0.00109743202478525,2009,40.999215,19.600665,"AL"
"AL-5-1-266",-0.00104800998626801,2009,40.939416,19.708482,"AL"
"AL-5-1-267",-0.00127622776576528,2009,40.790827,19.584988,"AL"
"AL-5-1-268",-0.000837950795200064,2009,40.8483,19.68494,"AL"
"AL-5-1-269",-0.00081543787777803,2009,40.865754,19.529743,"AL"
"AL-5-1-270",3.81998159776607e-05,2009,41.037636,19.51884,"AL"
"AL-5-1-271",-1.39836258551117e-05,2009,40.990446,19.517995,"AL"
"AL-5-1-272",-0.000540229246981887,2009,40.932369,19.70596,"AL"
"AL-5-1-273",-0.00146525679486688,2009,40.935927,19.686028,"AL"
"AL-5-1-274",-0.000196972073289521,2009,40.931164,19.698588,"AL"
"AL-5-1-276",-0.000431719253041705,2009,40.935286,19.692259,"AL"
"AL-5-1-277",-0.000811453846275243,2009,40.948254,19.722883,"AL"
"AL-5-1-278",-0.000543006848922615,2009,42.124042,19.490825,"AL"
"AL-5-1-279",5.62469469349312e-05,2009,42.280976,19.406725,"AL"
"AL-5-1-28",-0.00049219842942958,2009,41.497487,20.212555,"AL"
"AL-5-1-280",0.00093583895593439,2009,42.215249,19.470399,"AL"
"AL-5-1-281",-0.000164637435730059,2008,40.596248,19.743851,"AL"
"AL-5-1-282",-3.79822479697776e-05,2008,40.588003,19.715341,"AL"
"AL-5-1-284",-3.11587602721106e-05,2008,40.572163,19.8278,"AL"
"AL-5-1-285",0.000205492256388013,2008,40.593951,19.736558,"AL"
"AL-5-1-286",0.00088272441582927,2008,41.541589,20.033039,"AL"
"AL-5-1-287",-0.00133919088026326,2008,41.602278,20.02744,"AL"
"AL-5-1-288",0.00195079555474155,2008,41.584472,20.104796,"AL"
"AL-5-1-289",0.000790830637706847,2008,41.604039,20.028138,"AL"
"AL-5-1-29",8.04599888241998e-05,2009,41.503124,20.224259,"AL"
"AL-5-1-290",0.000925122939452055,2008,41.736166,20.020309,"AL"
"AL-5-1-291",-0.000235007067792563,2009,41.01112598,19.81313449,"AL"
"AL-5-1-292",-0.000601813380216593,2009,41.049304,19.850406,"AL"
"AL-5-1-293",-0.000322860123845683,2009,41.057708,19.744885,"AL"
"AL-5-1-294",1.92820272034585e-05,2009,40.240694,20.240896,"AL"
"AL-5-1-295",0.000312738716766132,2009,40.306037,20.194572,"AL"
"AL-5-1-297",-0.000178992778755286,2009,40.876728,20.629455,"AL"
"AL-5-1-298",2.56094327205945e-06,2009,40.847239,20.798464,"AL"
"AL-5-1-299",-0.000314833369968715,2008,40.982729,20.587118,"AL"
"AL-5-1-3",-0.00157159533770619,2008,40.750037,19.974262,"AL"
"AL-5-1-30",-0.00029449818107589,2009,41.502155,20.21431,"AL"
"AL-5-1-300",-0.000126798497769597,2008,40.964809,20.443352,"AL"
"AL-5-1-302",0.000298218103313233,2009,40.900839,20.667331,"AL"
"AL-5-1-303",0.000635899932829235,2009,40.891143,20.643403,"AL"
"AL-5-1-304",0.000444281915605185,2008,42.085769,19.852556,"AL"
"AL-5-1-305",-0.000441512642642736,2008,42.051121,20.024565,"AL"
"AL-5-1-307",-0.000262836555384149,2008,40.085314,19.899204,"AL"
"AL-5-1-308",2.973048838891e-05,2008,39.861674,20.090132,"AL"
"AL-5-1-31",-0.000417179151035052,2009,41.487536,20.198375,"AL"
"AL-5-1-311",-0.00109172172521875,2008,42.045868,19.417422,"AL"
"AL-5-1-312",-0.000824778042187995,2009,41.97756,19.541557,"AL"
"AL-5-1-314",0.000170627251552176,2008,41.981772,19.672555,"AL"
"AL-5-1-315",-0.000646955956744267,2009,42.102703,19.551268,"AL"
"AL-5-1-317",0.00123028835539373,2009,41.892983,19.44843,"AL"
"AL-5-1-318",8.77086491599663e-06,2008,41.8999372,19.56077232,"AL"
"AL-5-1-319",0.00025680314797161,2009,41.996438,19.640914,"AL"
"AL-5-1-32",-0.00020902867673055,2009,41.463187,20.227623,"AL"
"AL-5-1-320",-0.000181377249407133,2009,42.069311,19.50556,"AL"
"AL-5-1-321",-0.000339359146701656,2009,42.050703,19.476702,"AL"
"AL-5-1-322",2.84734554203326e-06,2009,42.067207,19.526498,"AL"
"AL-5-1-323",-2.60804150502811e-05,2009,42.066517,19.499727,"AL"
"AL-5-1-324",8.50010423581681e-05,2009,42.060448,19.512342,"AL"
"AL-5-1-325",-0.000796224577647752,2009,42.064482,19.510412,"AL"
"AL-5-1-326",0.000213949489298836,2009,42.067995,19.511225,"AL"
"AL-5-1-327",-0.000411245176491,2009,42.072563,19.528098,"AL"
"AL-5-1-328",0.000617794989232088,2009,42.056598,19.505416,"AL"
"AL-5-1-33",-3.734695273791e-05,2008,39.938528,20.079233,"AL"
"AL-5-1-330",-0.000376675877687292,2008,40.526458,20.210127,"AL"
"AL-5-1-331",-0.000544006436059813,2008,40.518963,20.225724,"AL"
"AL-5-1-332",-0.00105065571473568,2008,40.414525,19.783739,"AL"
"AL-5-1-333",-0.000599334202233843,2008,40.383638,19.917736,"AL"
"AL-5-1-334",0.000193254163846882,2009,40.291816,20.025963,"AL"
"AL-5-1-335",-0.000575043762847925,2008,41.382169,19.688432,"AL"
"AL-5-1-336",0.000675136403824581,2008,41.313751,19.937197,"AL"
"AL-5-1-337",-0.000301005756268691,2008,41.381421,19.738963,"AL"
"AL-5-1-338",-0.00070394139574825,2008,41.37480814,19.7731552,"AL"
"AL-5-1-339",-0.000393912190903298,2008,41.338042,19.731312,"AL"
"AL-5-1-34",2.52452001857944e-06,2008,39.962542,20.090978,"AL"
"AL-5-1-340",-1.87094906193796e-05,2008,41.269363,19.662905,"AL"
"AL-5-1-341",-0.00062538145614923,2008,41.363337,19.83886,"AL"
"AL-5-1-342",0.000240600580393362,2008,41.263918,19.688384,"AL"
"AL-5-1-343",0.000678796477890918,2008,41.290288,19.825498,"AL"
"AL-5-1-344",-0.000805906096287854,2008,41.38238938,19.66131439,"AL"
"AL-5-1-345",-0.000181505086751727,2008,41.413716,19.760191,"AL"
"AL-5-1-346",-0.000923710178482832,2008,41.365082468,19.769046164,"AL"
"AL-5-1-347",-0.000577045138546382,2008,41.366515083,19.769690462,"AL"
"AL-5-1-348",6.66524904411102e-05,2008,41.326103,19.830742,"AL"
"AL-5-1-349",0.000289899823002916,2008,41.333434,19.777599,"AL"
"AL-5-1-35",-0.000518056656407925,2008,40.516123,20.967652,"AL"
"AL-5-1-350",-0.000369466427334344,2009,41.321606,19.813882,"AL"
"AL-5-1-351",-0.000503476933189305,2009,41.313651,19.821333,"AL"
"AL-5-1-352",-0.000650717219106939,2009,41.311015,19.828923,"AL"
"AL-5-1-353",0.00109144348169434,2009,41.327264,19.822838,"AL"
"AL-5-1-355",0.000315109149900263,2009,41.36477878,19.76741167,"AL"
"AL-5-1-356",8.58942811183969e-05,2009,41.338862,19.851204,"AL"
"AL-5-1-358",-0.000435191860727493,2008,41.319341,19.833429,"AL"
"AL-5-1-359",-0.000454544453026219,2009,41.324337,19.827601,"AL"
"AL-5-1-36",-0.000160196871718968,2008,40.642326,20.956264,"AL"
"AL-5-1-360",-0.000797591551593645,2009,41.325933,19.846199,"AL"
"AL-5-1-361",-3.19062559558075e-05,2008,41.339396,19.832382,"AL"
"AL-5-1-362",0.000329016966593551,2008,41.34343854,19.84443009,"AL"
"AL-5-1-363",-0.000526036210155962,2008,41.327736,19.822635,"AL"
"AL-5-1-364",-5.97776661578649e-05,2009,41.307929,19.824178,"AL"
"AL-5-1-365",-0.000433531350832082,2008,41.335382,19.845024,"AL"
"AL-5-1-366",0.000155899540760625,2009,41.326002,19.82094,"AL"
"AL-5-1-368",0.000681312019716135,2009,41.343761,19.848066,"AL"
"AL-5-1-37",-0.000678460496878311,2009,41.739594,20.292045,"AL"
"AL-5-1-370",0.000180501986626074,2009,41.329944,19.850633,"AL"
"AL-5-1-372",-0.00132165236072155,2009,41.330262,19.834716,"AL"
"AL-5-1-373",-0.00108733916512643,2009,41.340506,19.811602,"AL"
"AL-5-1-374",0.000150070776518924,2009,41.333544,19.834388,"AL"
"AL-5-1-376",-0.000519118166090467,2009,41.331331,19.808426,"AL"
"AL-5-1-377",0.000261380418792269,2009,41.333086,19.810228,"AL"
"AL-5-1-378",-0.000176260379514233,2009,41.333184,19.800291,"AL"
"AL-5-1-379",-0.000395646175287136,2009,41.34469539,19.84646548,"AL"
"AL-5-1-38",-0.000215381174981616,2008,41.765525,20.381548,"AL"
"AL-5-1-381",-1.97201771905716e-05,2009,41.323676,19.841689,"AL"
"AL-5-1-382",-0.000468880775441495,2009,41.34142802,19.84085323,"AL"
"AL-5-1-383",0.000554599352792163,2008,41.31373793,19.7688559,"AL"
"AL-5-1-384",0.000242345974809952,2008,41.33479,19.809048,"AL"
"AL-5-1-385",0.000204787394819917,2009,41.338991,19.847315,"AL"
"AL-5-1-386",0.000747317630100749,2009,41.3005195,19.84361353,"AL"
"AL-5-1-387",0.000317497640792631,2009,41.325053,19.839729,"AL"
"AL-5-1-388",0.00104167908994116,2009,41.339883,19.846219,"AL"
"AL-5-1-389",0.000129740761749034,2009,41.327768,19.818548,"AL"
"AL-5-1-39",0.000279913661788053,2009,41.863853,20.411634,"AL"
"AL-5-1-39",0.000279913661788053,2008,41.863853,20.411634,"AL"
"AL-5-1-390",0.000145478701875529,2008,41.30767158,19.76973462,"AL"
"AL-5-1-391",-0.000302447298126392,2009,41.298265,19.837988,"AL"
"AL-5-1-391",-0.000302447298126392,2008,41.298265,19.837988,"AL"
"AL-5-1-392",0.000127927170140545,2009,41.34829195,19.77956881,"AL"
"AL-5-1-393",0.000575925131360539,2009,41.346529,19.794526,"AL"
"AL-5-1-394",-0.000159142399724135,2009,41.313066,19.783728,"AL"
"AL-5-1-395",-0.00029449302481012,2008,41.328304,19.817839,"AL"
"AL-5-1-397",-0.000133171476739092,2009,41.359775,19.775167,"AL"
"AL-5-1-398",-6.0167581481792e-05,2009,41.32839,19.819061,"AL"
"AL-5-1-4",-9.02858878454869e-05,2008,40.798931,19.863338,"AL"
"AL-5-1-40",-0.000440850615891264,2008,41.727145,20.366268,"AL"
"AL-5-1-400",0.000282467187599735,2009,41.342203,19.849426,"AL"
"AL-5-1-401",0.000763616859732177,2009,41.329061,19.814282,"AL"
"AL-5-1-402",0.000255518031501058,2009,41.35612427,19.76554959,"AL"
"AL-5-1-403",9.02088298276179e-05,2009,41.343774,19.818655,"AL"
"AL-5-1-404",0.000115824128996661,2009,41.335954,19.831313,"AL"
"AL-5-1-405",0.000195372281731152,2008,41.324779,19.838172,"AL"
"AL-5-1-406",-0.000298005223860153,2008,41.326252,19.841812,"AL"
"AL-5-1-407",-4.86784561976998e-05,2009,41.335285,19.836438,"AL"
"AL-5-1-408",-0.00051702898652779,2009,41.330973,19.792081,"AL"
"AL-5-1-409",0.000276131206012855,2009,41.327416,19.819676,"AL"
"AL-5-1-41",0.000335528225210959,2008,41.720972,20.425149,"AL"
"AL-5-1-410",0.000692072453967416,2009,41.345929,19.809677,"AL"
"AL-5-1-411",0.00197045645532751,2008,41.328025,19.803102,"AL"
"AL-5-1-412",1.63648628838697e-05,2008,41.324223,19.795552,"AL"
"AL-5-1-415",-0.000323093157929467,2009,41.326695,19.808801,"AL"
"AL-5-1-419",-0.000622781783457274,2009,41.344398,19.832997,"AL"
"AL-5-1-42",0.000128852803643624,2008,41.570425,20.457967,"AL"
"AL-5-1-420",-0.000466563423857586,2009,41.357408949,19.756638431,"AL"
"AL-5-1-421",0.00167128902584825,2009,42.290854,20.072864,"AL"
"AL-5-1-422",0.000933397779582428,2009,42.275177,20.041509,"AL"
"AL-5-1-423",-0.000591928536460494,2009,42.268472,19.948166,"AL"
"AL-5-1-424",7.63156051251046e-05,2009,42.35123,20.093375,"AL"
"AL-5-1-425",0.00181624218603186,2009,42.42041,20.122926,"AL"
"AL-5-1-426",0.000936120557738164,2009,42.426413,20.136922,"AL"
"AL-5-1-427",0.000281150122332303,2009,42.358538,20.072136,"AL"
"AL-5-1-428",0.000525375637108301,2009,42.362496,20.059845,"AL"
"AL-5-1-429",0.00035108931094675,2009,42.36523,20.075311,"AL"
"AL-5-1-43",0.000168747661133755,2008,41.598277,20.463222,"AL"
"AL-5-1-430",0.00293827676336239,2009,42.369409,20.078494,"AL"
"AL-5-1-432",-0.00035686039646571,2009,40.317171,19.761702,"AL"
"AL-5-1-435",-0.000396002889700658,2009,40.486349,19.497856,"AL"
"AL-5-1-437",8.18349565242545e-07,2009,40.386896,19.70755,"AL"
"AL-5-1-438",0.00018853533433137,2009,40.472314,19.662948,"AL"
"AL-5-1-439",-0.000517905671017717,2009,40.537457,19.612454,"AL"
"AL-5-1-44",-0.000221675714753378,2008,41.586473,20.497562,"AL"
"AL-5-1-440",-0.000978906201524295,2009,40.087006,19.783171,"AL"
"AL-5-1-441",-0.000372896067499713,2009,40.466511,19.488319,"AL"
"AL-5-1-442",-0.000186706550052957,2009,40.459209,19.483226,"AL"
"AL-5-1-443",0.000775289862555815,2009,40.464194,19.473828,"AL"
"AL-5-1-444",-0.000190220020588803,2009,40.466621,19.490254,"AL"
"AL-5-1-445",0.000117527444992271,2009,40.457187,19.483969,"AL"
"AL-5-1-446",1.50563437966608e-05,2009,40.484848,19.500755,"AL"
"AL-5-1-448",-0.000229580439488461,2009,40.463439,19.489926,"AL"
"AL-5-1-449",-0.000120559189313102,2009,40.480609,19.485817,"AL"
"AL-5-1-45",-0.000225423021653844,2008,41.591402,20.545436,"AL"
"AL-5-1-46",-0.000186262524275444,2008,41.628874,20.377388,"AL"
"AL-5-1-47",-0.00133406218163203,2009,41.69731,20.255831,"AL"
"AL-5-1-48",-0.000264173515960643,2009,41.717652,20.444165,"AL"
"AL-5-1-49",0.000486480395024729,2009,41.672135,20.434907,"AL"
"AL-5-1-5",0.000178015491582067,2008,40.746123,19.843885,"AL"
"AL-5-1-50",0.000713242208693628,2009,41.688074,20.391118,"AL"
"AL-5-1-51",-0.000305436548837124,2009,41.648642,20.236266,"AL"
"AL-5-1-52",0.000220396217678132,2008,41.805842,20.361185,"AL"
"AL-5-1-53",-0.000265512207174926,2009,41.78773,20.334262,"AL"
"AL-5-1-54",0.000817063578287191,2009,41.616267,20.326635,"AL"
"AL-5-1-55",0.000308311007205893,2009,41.683106,20.425336,"AL"
"AL-5-1-56",-9.09250603390623e-05,2009,41.69248,20.417513,"AL"
"AL-5-1-57",0.00128139879193186,2009,41.696015,20.436156,"AL"
"AL-5-1-58",0.000840222952067487,2009,41.687111,20.444067,"AL"
"AL-5-1-59",5.39020560453402e-05,2009,41.680316,20.419498,"AL"
"AL-5-1-60",-0.00158897973809774,2009,41.697675,20.428769,"AL"
"AL-5-1-61",-0.000255682460708334,2009,41.672881,20.420241,"AL"
"AL-5-1-62",0.000562094765481565,2009,41.681731,20.436389,"AL"
