"dhscode","spiimpact","year","LATNUM","LONGNUM","country"
"NG-5-1-827",-0.000241092983064292,2008,6.24051,6.67959,"NG"
"NG-5-1-828",0.000201486211975076,2008,5.43549,5.84019,"NG"
"NG-5-1-829",0.00106946875869377,2008,5.40672,5.866,"NG"
"NG-5-1-83",0.000942372037878967,2008,12.08286,9.67294,"NG"
"NG-5-1-830",0.000718827061017144,2008,5.58016,5.84621,"NG"
"NG-5-1-831",0.000721538494532094,2008,5.76007,6.21704,"NG"
"NG-5-1-832",0.000142311271428667,2008,5.90738,5.49861,"NG"
"NG-5-1-833",-0.000571807356547958,2008,6.61455,3.33257,"NG"
"NG-5-1-834",-0.000204531070080052,2008,6.61235,3.30843,"NG"
"NG-5-1-835",0.000430825469161708,2008,6.45475,3.32016,"NG"
"NG-5-1-836",-0.000814471436736758,2008,6.54447,3.26378,"NG"
"NG-5-1-837",0.000129054532734701,2008,6.67702,3.25439,"NG"
"NG-5-1-838",-0.000786380992860152,2008,6.54462,3.28343,"NG"
"NG-5-1-839",-0.00119186751750998,2008,6.51561,3.24719,"NG"
"NG-5-1-84",-0.000129445068626239,2008,12.16352,9.63151,"NG"
"NG-5-1-840",0.000624211049720168,2008,6.63345,3.2994,"NG"
"NG-5-1-841",-0.00076505786070936,2008,6.47864,3.30825,"NG"
"NG-5-1-842",-5.17411755756311e-05,2008,6.44664,3.28726,"NG"
"NG-5-1-843",-0.000515107410608096,2008,6.48545,3.3363,"NG"
"NG-5-1-844",2.87502778232578e-05,2008,6.44185,3.46993,"NG"
"NG-5-1-845",-9.69779721207647e-05,2008,6.50067,3.74536,"NG"
"NG-5-1-846",-0.000295432900985665,2008,6.64603,3.3386,"NG"
"NG-5-1-847",-0.000137760949356255,2008,6.62983,3.32389,"NG"
"NG-5-1-848",-0.000169768338088812,2008,6.64362,3.34209,"NG"
"NG-5-1-849",-0.000506270528749893,2008,6.6143,3.5206,"NG"
"NG-5-1-85",0.00122536392378808,2008,12.28316,10.13737,"NG"
"NG-5-1-850",-0.00118325072103656,2008,6.61429,3.38192,"NG"
"NG-5-1-851",0.000313357729676919,2008,6.61058,3.39593,"NG"
"NG-5-1-852",0.000454556573564182,2008,6.45128,3.39442,"NG"
"NG-5-1-853",0.000185776340683866,2008,6.490322,3.386819,"NG"
"NG-5-1-854",-0.00102878054258369,2008,6.52332,3.3288,"NG"
"NG-5-1-855",9.22412683086059e-05,2008,6.54082,3.3605,"NG"
"NG-5-1-856",-0.000789517199214866,2008,6.50837,3.19259,"NG"
"NG-5-1-857",-0.00099878450891084,2008,6.45249,3.20849,"NG"
"NG-5-1-858",-0.00127689576607265,2008,6.52283,3.28925,"NG"
"NG-5-1-859",-0.000425947525392379,2008,6.56286,3.33169,"NG"
"NG-5-1-86",0.000358437848302772,2008,12.42503,9.72478,"NG"
"NG-5-1-860",-0.000122901470759295,2008,6.5519,3.33201,"NG"
"NG-5-1-861",0.000623517682479738,2008,6.54195,3.36285,"NG"
"NG-5-1-862",-0.00179341749001602,2008,6.51411,3.34792,"NG"
"NG-5-1-863",0.000159635389435932,2008,6.49928,3.01464,"NG"
"NG-5-1-864",-0.00140289837751397,2008,6.50474,4.00188,"NG"
"NG-5-1-867",0.000349231941044518,2008,6.92285,3.65953,"NG"
"NG-5-1-868",0.000363181516416702,2008,6.8183,3.92495,"NG"
"NG-5-1-87",0.000145517380777822,2008,12.6551,8.43186,"NG"
"NG-5-1-870",-0.000127819371480188,2008,6.93724,3.92268,"NG"
"NG-5-1-871",0.000278372384405989,2008,6.98402,4.00904,"NG"
"NG-5-1-872",8.34594924437776e-05,2008,6.7307,3.95726,"NG"
"NG-5-1-874",-0.000204090999231582,2008,7.09515,3.72583,"NG"
"NG-5-1-875",-0.00012254737291349,2008,6.69198,3.3156,"NG"
"NG-5-1-876",0.001070788582515,2008,6.78658,4.09762,"NG"
"NG-5-1-877",0.00131941083170925,2008,6.79135,3.94955,"NG"
"NG-5-1-878",0.00033487059781857,2008,7.65388,2.79434,"NG"
"NG-5-1-879",-0.000177065960260997,2008,6.62932,2.74875,"NG"
"NG-5-1-88",0.00155538728169091,2008,12.51594,10.20118,"NG"
"NG-5-1-881",0.00167359103226304,2008,6.96203,3.51897,"NG"
"NG-5-1-882",-5.66293534455332e-05,2008,7.29568,3.59747,"NG"
"NG-5-1-883",-0.00113193206732143,2008,6.88889,3.78306,"NG"
"NG-5-1-884",-0.0006274459278871,2008,6.76871,3.64365,"NG"
"NG-5-1-885",-0.00013909713538647,2008,6.70765,3.48796,"NG"
"NG-5-1-89",-0.00141984924463297,2008,11.84909,9.63988,"NG"
"NG-5-1-9",0.00119258753478534,2008,13.42088,4.21088,"NG"
"NG-5-1-90",-0.0012214022887983,2008,12.55674,10.07984,"NG"
"NG-5-1-91",0.00123464879381204,2008,12.24463,9.8162,"NG"
"NG-5-1-92",-0.000205427434285895,2008,12.17779,8.96765,"NG"
"NG-5-1-93",-9.95673431271918e-05,2008,12.57273,9.30257,"NG"
"NG-5-1-94",0.000960939627953291,2008,12.27529,9.54152,"NG"
"NG-5-1-95",-0.00114540930237783,2008,12.81185,8.50399,"NG"
"NG-5-1-99",-0.000101320379693152,2008,12.8949,10.44513,"NG"
"NG-6-2-1",-0.00152576115299316,2013,6.90227,8.097115,"NG"
"NG-6-2-100",0.000387206646849042,2013,9.313766,7.745062,"NG"
"NG-6-2-101",-0.000538545806265647,2013,8.876495,7.695011,"NG"
"NG-6-2-102",-0.00086654979157697,2013,8.854504,7.882599,"NG"
"NG-6-2-103",0.000587422471455541,2013,8.750151,8.090164,"NG"
"NG-6-2-105",0.000258813554105649,2013,8.479997,8.620825,"NG"
"NG-6-2-106",0.000352796110865584,2013,8.804697,8.752105,"NG"
"NG-6-2-107",0.00130992003750198,2013,8.546015,8.451322,"NG"
"NG-6-2-108",-0.000775042569499139,2013,8.524722,8.514258,"NG"
"NG-6-2-109",0.000353714981217696,2013,8.103565,7.670108,"NG"
"NG-6-2-11",-0.000318850439053082,2013,7.187582,9.677511,"NG"
"NG-6-2-110",0.00140039794572465,2013,8.195676,7.746035,"NG"
"NG-6-2-111",4.03624335242827e-05,2013,7.987791,7.848827,"NG"
"NG-6-2-112",0.00185139642215607,2013,8.52978,7.788128,"NG"
"NG-6-2-113",0.000174023150670747,2013,8.770745,8.625758,"NG"
"NG-6-2-115",0.000533320282556717,2013,8.717259,8.531831,"NG"
"NG-6-2-116",-0.000407962301870819,2013,8.348507,8.833737,"NG"
"NG-6-2-117",-0.000213968213598976,2013,8.946828,8.710266,"NG"
"NG-6-2-118",-0.000228287669184416,2013,9.181494,6.376671,"NG"
"NG-6-2-119",0.000497704634146602,2013,8.633371,6.416811,"NG"
"NG-6-2-12",0.000154904597099632,2013,7.293197,9.682045,"NG"
"NG-6-2-120",0.000227368483162108,2013,9.023282,6.316563,"NG"
"NG-6-2-121",-0.000142544184812285,2013,9.097077,6.022804,"NG"
"NG-6-2-122",-0.000411606628829582,2013,10.349935,3.737298,"NG"
"NG-6-2-123",-0.000758989417801574,2013,10.82236,3.937307,"NG"
"NG-6-2-124",-0.000782476136528137,2013,9.695056,6.475028,"NG"
"NG-6-2-125",-0.000276840424529094,2013,9.578402,6.569628,"NG"
"NG-6-2-126",1.06119600043458e-06,2013,9.119642,5.945372,"NG"
"NG-6-2-127",0.00101095875871939,2013,9.142659,5.889798,"NG"
"NG-6-2-128",0.000591327186924993,2013,9.37879,6.995329,"NG"
"NG-6-2-129",4.50210822681568e-05,2013,9.369888,6.38832,"NG"
"NG-6-2-13",-3.42107706637538e-05,2013,7.72715,8.55256,"NG"
"NG-6-2-130",0.000101356600775521,2013,10.551203,5.451174,"NG"
"NG-6-2-131",0.000253328935089628,2013,10.55603,5.59688,"NG"
"NG-6-2-132",0.000333631623493161,2013,10.41254,5.455511,"NG"
"NG-6-2-133",0.000317708821082935,2013,9.243076,5.734276,"NG"
"NG-6-2-134",-0.000473757071948576,2013,10.07875,6.015912,"NG"
"NG-6-2-135",0.000317016491317127,2013,8.77173,5.797715,"NG"
"NG-6-2-136",-0.000556372923902487,2013,9.608769,7.300629,"NG"
"NG-6-2-137",-0.0004434715041017,2013,10.959827,5.190469,"NG"
"NG-6-2-138",-0.000920616272923504,2013,10.092704,6.554116,"NG"
"NG-6-2-139",-0.00127922346488707,2013,9.18261,7.190781,"NG"
"NG-6-2-14",-0.00162476271381664,2013,6.955776,8.307408,"NG"
"NG-6-2-140",-0.000822215634488185,2013,9.248913,7.277954,"NG"
"NG-6-2-141",0.000209589311345111,2013,9.744344,6.06576,"NG"
"NG-6-2-144",-0.000516061446287232,2013,10.032155,9.112013,"NG"
"NG-6-2-145",0.000661628860809371,2013,9.93553,8.914128,"NG"
"NG-6-2-146",0.000424509443675357,2013,9.923324,8.847693,"NG"
"NG-6-2-147",-0.000802897852633589,2013,9.923981,8.917847,"NG"
"NG-6-2-148",-0.000836395008465798,2013,9.896175,8.890274,"NG"
"NG-6-2-149",-0.000258072697050455,2013,9.711026,8.844146,"NG"
"NG-6-2-15",-0.000745656490550856,2013,7.119258,7.626355,"NG"
"NG-6-2-158",-0.000130728800232486,2013,9.34251,9.205836,"NG"
"NG-6-2-16",-0.0016058240654641,2013,6.84829,8.434496,"NG"
"NG-6-2-161",0.00080619187452038,2013,9.644287,8.60373,"NG"
"NG-6-2-166",-0.000270664390641485,2013,9.245381,11.863476,"NG"
"NG-6-2-167",0.000171964926191417,2013,9.283893,12.812037,"NG"
"NG-6-2-168",-0.000484776909897161,2013,9.389275,12.832313,"NG"
"NG-6-2-169",3.18190423500457e-05,2013,9.366998,12.551611,"NG"
"NG-6-2-17",-0.00113335251786104,2013,7.178323,7.813354,"NG"
"NG-6-2-170",-0.000987386302818631,2013,10.377382,12.565215,"NG"
"NG-6-2-171",-0.000643338635638219,2013,10.287712,12.753104,"NG"
"NG-6-2-172",-0.000190861567153945,2013,10.162288,12.742196,"NG"
"NG-6-2-173",-0.000162282886872753,2013,9.691542,11.943757,"NG"
"NG-6-2-174",-0.000306822902833723,2013,9.65012,11.805992,"NG"
"NG-6-2-175",-0.000737984117682115,2013,9.799688,11.92572,"NG"
"NG-6-2-176",-8.99564359109905e-05,2013,9.902968,11.947606,"NG"
"NG-6-2-177",0.000989087885290613,2013,10.183341,12.791833,"NG"
"NG-6-2-179",-0.00103784554340398,2013,8.531828,12.374966,"NG"
"NG-6-2-18",-0.000989659420478443,2013,7.122212,7.79639,"NG"
"NG-6-2-180",0.000269874894063523,2013,10.018109,13.125219,"NG"
"NG-6-2-181",0.000544192900306964,2013,10.182173,13.230579,"NG"
"NG-6-2-182",0.000622660079231906,2013,10.108319,13.307371,"NG"
"NG-6-2-183",-0.000197257276483933,2013,10.253876,13.270651,"NG"
"NG-6-2-184",0.000202415843841383,2013,10.060323,12.773261,"NG"
"NG-6-2-185",9.49263470354099e-05,2013,9.710026,12.272056,"NG"
"NG-6-2-186",-6.31133850476954e-05,2013,9.2158,12.498294,"NG"
"NG-6-2-187",0.000347127079531158,2013,9.197908,12.488787,"NG"
"NG-6-2-188",-9.69521007651991e-06,2013,9.209026,12.501689,"NG"
"NG-6-2-189",0.000552735787190177,2013,10.290102,10.182841,"NG"
"NG-6-2-19",-0.000192172724221394,2013,7.10258,8.099183,"NG"
"NG-6-2-190",0.000874749066690927,2013,10.309479,9.841554,"NG"
"NG-6-2-2",-0.00152593823159151,2013,7.854454,7.876807,"NG"
"NG-6-2-20",-0.000544185576659675,2013,7.481109,7.98704,"NG"
"NG-6-2-207",0.000684507891723745,2013,9.760583,9.748821,"NG"
"NG-6-2-208",4.0524599442323e-05,2013,9.789782,9.88201,"NG"
"NG-6-2-209",0.000170743882113787,2013,10.366122,8.995874,"NG"
"NG-6-2-210",-0.000216386962680386,2013,10.222214,9.404448,"NG"
"NG-6-2-215",-0.00276004945674982,2013,11.224195,13.093622,"NG"
"NG-6-2-216",-0.00158579383243309,2013,11.070602,13.702637,"NG"
"NG-6-2-217",-0.00231101488386686,2013,11.739757,13.932452,"NG"
"NG-6-2-218",-0.00283044148786534,2013,12.020549,13.922665,"NG"
"NG-6-2-219",-0.00207205208564196,2013,10.993712,13.36339,"NG"
"NG-6-2-22",-0.000441582162366093,2013,7.782101,9.538207,"NG"
"NG-6-2-222",-0.000607013293819939,2013,11.836515,13.093503,"NG"
"NG-6-2-223",-0.000597187394901216,2013,11.799833,13.201102,"NG"
"NG-6-2-224",0.000587784786436814,2013,11.814736,13.088704,"NG"
"NG-6-2-225",0.000428520433063874,2013,11.815325,13.08667,"NG"
"NG-6-2-23",0.000131324037593892,2013,7.731045,9.621146,"NG"
"NG-6-2-231",-0.00359026837371555,2013,12.013625,12.521109,"NG"
"NG-6-2-236",-0.00023313828956656,2013,10.288468,11.966789,"NG"
"NG-6-2-237",0.00100489697334895,2013,10.175021,11.195507,"NG"
"NG-6-2-238",0.000172686075024798,2013,9.981602,11.48633,"NG"
"NG-6-2-239",-1.17368793827244e-05,2013,9.983329,10.932461,"NG"
"NG-6-2-24",-0.00102421671783943,2013,6.714298,9.075205,"NG"
"NG-6-2-240",0.00152098682643383,2013,10.253741,11.181175,"NG"
"NG-6-2-241",0.000714221570343784,2013,10.269099,11.205159,"NG"
"NG-6-2-242",-0.000167156005107325,2013,10.319448,11.178826,"NG"
"NG-6-2-243",-0.000573455181370964,2013,9.854514,11.681513,"NG"
"NG-6-2-244",-0.000214817927052981,2013,9.611484,11.431804,"NG"
"NG-6-2-245",0.000479202158226198,2013,9.730782,11.704651,"NG"
"NG-6-2-246",0.000252190104071986,2013,9.843371,11.176967,"NG"
"NG-6-2-247",-0.000230340713445766,2013,9.87285,11.230351,"NG"
"NG-6-2-25",-0.000547930297017338,2013,8.632711,6.802451,"NG"
"NG-6-2-250",0.000931862351033387,2013,11.00044,11.381061,"NG"
"NG-6-2-251",0.000402840635982444,2013,10.886514,11.515195,"NG"
"NG-6-2-252",0.000789404539429054,2013,10.366173,11.27973,"NG"
"NG-6-2-253",0.0011314080895535,2013,10.454373,11.064833,"NG"
"NG-6-2-254",0.00106914807008992,2013,11.083918,11.15569,"NG"
"NG-6-2-255",0.000490191240013983,2013,11.093939,11.348004,"NG"
"NG-6-2-256",0.000620994052738545,2013,9.55851,11.103898,"NG"
"NG-6-2-257",-0.000171773675206566,2013,9.658315,11.012426,"NG"
"NG-6-2-258",0.000581466043713477,2013,10.276727,11.336544,"NG"
"NG-6-2-259",0.0002994936004401,2013,10.323127,11.358394,"NG"
"NG-6-2-26",-0.000791520719127289,2013,8.482544,6.946514,"NG"
"NG-6-2-261",4.87324541364453e-05,2013,8.434089,11.03312,"NG"
"NG-6-2-262",0.000870782124991366,2013,7.945567,10.657741,"NG"
"NG-6-2-263",0.000114089022373054,2013,7.986488,10.993955,"NG"
"NG-6-2-264",-0.00031741080941669,2013,7.761047,9.989088,"NG"
"NG-6-2-27",-0.000550797206717473,2013,9.05551,7.378751,"NG"
"NG-6-2-270",0.00142354658966121,2013,9.552619,11.22221,"NG"
"NG-6-2-272",0.000588047887547005,2013,9.141315,11.62035,"NG"
"NG-6-2-273",0.00108163534868576,2013,6.861601,11.538456,"NG"
"NG-6-2-274",7.53981210312385e-05,2013,6.660882,11.28604,"NG"
"NG-6-2-275",0.000680810893344982,2013,6.81347,11.054064,"NG"
"NG-6-2-276",-9.59452816561534e-07,2013,6.71679,11.256647,"NG"
"NG-6-2-277",0.000603231952716501,2013,6.931538,9.83443,"NG"
"NG-6-2-278",-0.000371836031664844,2013,7.273802,9.99631,"NG"
"NG-6-2-279",0.000616844276852014,2013,8.098074,10.063674,"NG"
"NG-6-2-28",-0.000165430190322607,2013,9.024736,7.422396,"NG"
"NG-6-2-281",0.000487592180301353,2013,9.044897,11.565836,"NG"
"NG-6-2-282",0.00107546317689399,2013,8.966162,11.813599,"NG"
"NG-6-2-286",0.000727767652117922,2013,11.252385,11.258013,"NG"
"NG-6-2-29",-0.000286134989961254,2013,9.07485,7.394607,"NG"
"NG-6-2-290",0.000851450255054155,2013,11.253473,12.000851,"NG"
"NG-6-2-293",0.00135408416832137,2013,11.296802,12.085253,"NG"
"NG-6-2-294",-0.000231967885725568,2013,11.281639,12.001289,"NG"
"NG-6-2-295",0.000701343538615099,2013,10.63407,11.523789,"NG"
"NG-6-2-3",-0.00119086470586081,2013,7.781454,7.940457,"NG"
"NG-6-2-30",-0.00084901945425932,2013,9.096179,7.414277,"NG"
"NG-6-2-307",-0.000170895216956099,2013,12.437299,8.840592,"NG"
"NG-6-2-31",-0.000633417726482608,2013,9.082032,7.418711,"NG"
"NG-6-2-317",0.00290942092609858,2013,12.154372,9.53779,"NG"
"NG-6-2-319",0.00055966012142808,2013,12.381583,9.68919,"NG"
"NG-6-2-32",0.000338303442276268,2013,9.060277,7.399262,"NG"
"NG-6-2-320",0.00052702014368169,2013,12.435943,9.691287,"NG"
"NG-6-2-322",0.000750547859123044,2013,12.650522,9.673162,"NG"
"NG-6-2-323",0.0021494349173531,2013,12.275602,9.563036,"NG"
"NG-6-2-324",0.00107945392770518,2013,12.289479,9.124988,"NG"
"NG-6-2-33",-0.000303167592777407,2013,9.061271,7.443314,"NG"
"NG-6-2-330",0.000838558704521234,2013,10.623654,6.444471,"NG"
"NG-6-2-331",0.00194500944175298,2013,10.44405,7.498599,"NG"
"NG-6-2-332",0.00244864392212855,2013,10.44189,7.455392,"NG"
"NG-6-2-333",0.00176642176385903,2013,10.418755,7.419452,"NG"
"NG-6-2-334",0.00211990438352168,2013,10.445128,7.491027,"NG"
"NG-6-2-335",0.0024680932706932,2013,10.484925,7.391393,"NG"
"NG-6-2-336",0.00201028352783056,2013,11.338493,7.55371,"NG"
"NG-6-2-337",0.00051951135184805,2013,10.815515,7.263128,"NG"
"NG-6-2-338",0.00111107023044946,2013,9.356379,8.014384,"NG"
"NG-6-2-339",-0.000179405958230603,2013,9.483828,7.702943,"NG"
"NG-6-2-34",-0.000605958682191955,2013,9.071747,7.47703,"NG"
"NG-6-2-340",0.000906384017937246,2013,9.722689,8.55015,"NG"
"NG-6-2-341",0.0016209197029629,2013,10.432694,8.235796,"NG"
"NG-6-2-343",0.00258557808641313,2013,10.906941,8.331786,"NG"
"NG-6-2-344",0.00170611142915291,2013,10.699553,8.26384,"NG"
"NG-6-2-345",0.00285449449390583,2013,10.673465,8.39896,"NG"
"NG-6-2-346",0.00105229743601461,2013,10.503556,8.499361,"NG"
"NG-6-2-35",-0.000898269760307661,2013,9.082368,7.501654,"NG"
"NG-6-2-350",-0.000756694997928352,2013,9.233964,8.471399,"NG"
"NG-6-2-351",0.0018000052883818,2013,10.734599,7.944545,"NG"
"NG-6-2-352",0.00188016489042349,2013,10.983385,8.059852,"NG"
"NG-6-2-353",0.00201386835491635,2013,9.794228,8.377102,"NG"
"NG-6-2-356",0.00260535119956336,2013,12.223344,8.314229,"NG"
"NG-6-2-357",0.000657352464781405,2013,11.667279,8.54702,"NG"
"NG-6-2-359",0.000246652036787644,2013,12.01488,8.513587,"NG"
"NG-6-2-36",-0.00105239360239896,2013,9.098192,7.527573,"NG"
"NG-6-2-361",0.000704998122459886,2013,12.009676,8.50709,"NG"
"NG-6-2-362",0.000637499966860743,2013,11.991008,8.517213,"NG"
"NG-6-2-363",-0.000420173883094797,2013,12.003591,8.500859,"NG"
"NG-6-2-365",0.00113752113760595,2013,12.018982,8.478022,"NG"
"NG-6-2-367",0.000920387692644894,2013,12.034079,8.490413,"NG"
"NG-6-2-368",-0.000456034495460638,2013,12.044326,8.481749,"NG"
"NG-6-2-369",0.000920164909023891,2013,12.043715,8.458999,"NG"
"NG-6-2-37",-0.000227889842250645,2013,9.044939,7.494066,"NG"
"NG-6-2-370",0.000559463220422692,2013,12.063358,8.466413,"NG"
"NG-6-2-371",0.0013046587956494,2013,12.313474,8.68216,"NG"
"NG-6-2-372",0.000457743625741207,2013,11.804794,8.626042,"NG"
"NG-6-2-374",-0.000641042905671474,2013,12.148555,8.366465,"NG"
"NG-6-2-375",0.000925579176750241,2013,12.16436,8.347024,"NG"
"NG-6-2-378",0.00133643088597132,2013,11.843932,8.126764,"NG"
"NG-6-2-379",0.000130206025350236,2013,11.469011,8.175741,"NG"
"NG-6-2-38",-0.000668935556334504,2013,9.075202,7.327502,"NG"
"NG-6-2-380",0.000622434525139731,2013,11.775269,8.291301,"NG"
"NG-6-2-381",0.00196171357220534,2013,12.535471,8.54422,"NG"
"NG-6-2-382",0.00158623862833525,2013,12.361703,8.526974,"NG"
"NG-6-2-384",0.000420304250819634,2013,11.510062,8.551981,"NG"
"NG-6-2-385",0.00173064813412705,2013,11.917842,8.346024,"NG"
"NG-6-2-386",0.000993374562919686,2013,11.95586,8.255284,"NG"
"NG-6-2-388",0.00112820622605255,2013,12.020378,8.343881,"NG"
"NG-6-2-389",0.000549279554512912,2013,12.276555,7.974254,"NG"
"NG-6-2-39",-0.000645041450742541,2013,8.974457,7.374716,"NG"
"NG-6-2-394",0.00121302382993346,2013,12.951611,7.742993,"NG"
"NG-6-2-395",0.00143430784457784,2013,12.753208,7.243292,"NG"
"NG-6-2-396",0.00238541338834528,2013,12.958274,8.127232,"NG"
"NG-6-2-397",0.000858119926949993,2013,11.406623,7.348553,"NG"
"NG-6-2-398",9.83562036016937e-05,2013,11.517294,7.313149,"NG"
"NG-6-2-399",0.00248285228043811,2013,12.647073,7.986786,"NG"
"NG-6-2-4",-0.00142800085917249,2013,7.176902,9.197081,"NG"
"NG-6-2-40",-0.000608100133569049,2013,9.159592,7.348256,"NG"
"NG-6-2-400",-0.000499212070787752,2013,13.088227,7.233168,"NG"
"NG-6-2-401",0.00189732074029733,2013,11.882149,7.591345,"NG"
"NG-6-2-402",0.00110760008599533,2013,13.017,7.623862,"NG"
"NG-6-2-403",7.18179758892884e-05,2013,12.569685,7.523132,"NG"
"NG-6-2-404",0.00154281527369416,2013,11.785781,7.589403,"NG"
"NG-6-2-405",0.00240036074433275,2013,11.919216,7.81348,"NG"
"NG-6-2-406",0.00271523460173455,2013,12.904235,7.979998,"NG"
"NG-6-2-407",0.00198306503895312,2013,13.097233,7.93437,"NG"
"NG-6-2-408",0.00228422843262072,2013,13.299992,8.018677,"NG"
"NG-6-2-409",0.00340668674368492,2013,13.2681,7.919713,"NG"
"NG-6-2-41",0.000260474184663239,2013,9.162514,6.995731,"NG"
"NG-6-2-410",0.00107788909698646,2013,12.319748,7.554294,"NG"
"NG-6-2-411",0.00177955377338784,2013,12.177515,7.819181,"NG"
"NG-6-2-412",0.00151746339926166,2013,11.577281,7.078838,"NG"
"NG-6-2-413",0.00166618133410094,2013,11.176362,7.12124,"NG"
"NG-6-2-414",0.0014671054454076,2013,12.384026,7.378544,"NG"
"NG-6-2-415",-0.000603062822020249,2013,12.367459,7.28939,"NG"
"NG-6-2-416",0.000826696112816153,2013,12.4446,7.306179,"NG"
"NG-6-2-417",-0.000585683193857964,2013,12.434543,7.447973,"NG"
"NG-6-2-418",0.00220483693290289,2013,12.273167,4.418655,"NG"
"NG-6-2-419",0.0025282457977932,2013,12.564424,4.29732,"NG"
"NG-6-2-42",0.00023437110673615,2013,9.067543,7.154071,"NG"
"NG-6-2-420",0.00175890850714718,2013,12.763274,4.549637,"NG"
"NG-6-2-421",0.00155593214131072,2013,12.895342,4.687789,"NG"
"NG-6-2-423",0.00171591526655621,2013,12.466384,4.192451,"NG"
"NG-6-2-424",0.00266082197601885,2013,12.072473,4.073512,"NG"
"NG-6-2-425",0.00266778743922497,2013,11.732453,3.725743,"NG"
"NG-6-2-426",0.0025874713945272,2013,12.507371,4.633051,"NG"
"NG-6-2-427",0.00298974792711878,2013,11.916628,4.446005,"NG"
"NG-6-2-428",0.00335281258629049,2013,12.308504,4.336993,"NG"
"NG-6-2-429",0.00100032520084743,2013,11.452769,4.436203,"NG"
"NG-6-2-43",-5.71440320105014e-05,2013,8.946452,7.064911,"NG"
"NG-6-2-430",0.000924513285581695,2013,10.548931,4.635241,"NG"
"NG-6-2-431",0.00110266321439355,2013,11.088202,5.438432,"NG"
"NG-6-2-432",0.000925071774664541,2013,11.279833,5.450857,"NG"
"NG-6-2-433",0.0016951894490055,2013,11.248424,4.630012,"NG"
"NG-6-2-434",0.00099597819742086,2013,11.360307,4.554957,"NG"
"NG-6-2-435",0.00318369029552533,2013,11.969459,4.158634,"NG"
"NG-6-2-436",0.0022968186420094,2013,11.732542,4.095202,"NG"
"NG-6-2-437",0.00168488251441975,2013,11.667504,4.044361,"NG"
"NG-6-2-438",0.00155959386669832,2013,11.419111,6.016153,"NG"
"NG-6-2-439",0.00210671071948182,2013,11.393255,5.288657,"NG"
"NG-6-2-44",-7.00262908955194e-05,2013,8.933239,7.091917,"NG"
"NG-6-2-440",-0.000158075823951144,2013,11.42596,5.247221,"NG"
"NG-6-2-441",0.000608554434026909,2013,13.250345,4.940612,"NG"
"NG-6-2-442",0.00111816133634955,2013,12.875227,5.089259,"NG"
"NG-6-2-443",0.00153716454092769,2013,12.953346,5.423015,"NG"
"NG-6-2-444",0.00137186054520009,2013,13.73572,5.760184,"NG"
"NG-6-2-445",0.00182525199728136,2013,13.767678,5.598808,"NG"
"NG-6-2-446",0.000431831045045053,2013,13.289202,5.344613,"NG"
"NG-6-2-447",0.00136675447842819,2013,13.738739,5.289667,"NG"
"NG-6-2-448",0.000607980620973062,2013,13.227335,6.516129,"NG"
"NG-6-2-449",0.000762542682070831,2013,12.328103,5.131472,"NG"
"NG-6-2-45",-0.000914195317991408,2013,8.959734,7.077051,"NG"
"NG-6-2-450",0.00154929049150963,2013,12.55602,4.899131,"NG"
"NG-6-2-451",0.000520881878572975,2013,13.05799,4.835018,"NG"
"NG-6-2-452",0.000763256695574307,2013,13.076206,5.234048,"NG"
"NG-6-2-453",0.00135795952001354,2013,13.068096,5.254032,"NG"
"NG-6-2-454",0.00210235427131271,2013,13.05763,5.238103,"NG"
"NG-6-2-455",0.00146296097973009,2013,13.062413,5.264988,"NG"
"NG-6-2-456",0.00212547396311988,2013,12.36209,4.818673,"NG"
"NG-6-2-457",0.00114753606894312,2013,12.431023,4.807838,"NG"
"NG-6-2-458",0.00159567783663828,2013,13.60666,5.098848,"NG"
"NG-6-2-459",0.00109850834387314,2013,13.271874,4.954301,"NG"
"NG-6-2-46",-6.1949370713769e-05,2013,8.607537,7.178458,"NG"
"NG-6-2-460",0.000529465657619489,2013,13.065209,5.172954,"NG"
"NG-6-2-461",0.00037129369856203,2013,13.194602,5.449222,"NG"
"NG-6-2-462",-0.0004954567467692,2013,13.222969,5.51283,"NG"
"NG-6-2-463",0.000408939432525082,2013,13.241712,5.415384,"NG"
"NG-6-2-464",0.00112690131504216,2013,12.673017,5.001641,"NG"
"NG-6-2-465",0.000841705362110497,2013,12.142818,5.736969,"NG"
"NG-6-2-466",0.00154908702649619,2013,12.324848,6.821461,"NG"
"NG-6-2-467",0.00126393857890426,2013,12.512896,6.892832,"NG"
"NG-6-2-468",0.00112340072915188,2013,12.559608,6.964741,"NG"
"NG-6-2-469",0.00149999616941822,2013,12.214337,5.67388,"NG"
"NG-6-2-47",-4.51804799683649e-05,2013,8.599753,6.847795,"NG"
"NG-6-2-470",0.00129560381572991,2013,12.034888,6.504733,"NG"
"NG-6-2-471",0.00119854950881671,2013,12.3651,6.527768,"NG"
"NG-6-2-472",0.00102436388899868,2013,11.635978,6.673795,"NG"
"NG-6-2-473",0.000943647703327259,2013,12.147552,6.713368,"NG"
"NG-6-2-474",0.000969459995930341,2013,12.485872,6.583792,"NG"
"NG-6-2-475",0.00114155931167297,2013,12.544155,6.659695,"NG"
"NG-6-2-476",0.00087502879949943,2013,12.59499,6.601912,"NG"
"NG-6-2-477",0.00101739704006172,2013,11.12339,6.135203,"NG"
