"num","cc","subversion","WI","KR","GE","PR","KRheight","KRweight","KRage","PRheight","PRweight","PRage","useable","PRgood","KRgood"
"5","EG",1,"","EGKR51FL.dta","EGGE52FL.shp","EGPR51FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","EG",2,"","EGKR5AFL.DTA","EGGE5DFL.shp","EGPR5AFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","EG",1,"","EGKR61FL.DTA","EGGE61FL.shp","EGPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"0","EG",1,"","EGKR01FL.DTA","","",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","ET",1,"ETWI41FL.DTA","ETKR41FL.DTA","ETGE42FL.shp","ETPR41FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","ET",1,"","ETKR51FL.DTA","ETGE52FL.shp","ETPR51FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","ET",1,"","ETKR61FL.DTA","ETGE61FL.shp","ETPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","ET",1,"","ETKR70FL.DTA","ETGE71FL.shp","ETPR70FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","GA",1,"","GAKR60FL.DTA","GAGE61FL.shp","GAPR60FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4","GA",1,"GAWI41FL.DTA","GAKR41FL.DTA","","GAPR41FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"3","GH",1,"GHWI31FL.DTA","GHKR31FL.DTA","GHGE33FL.shp","GHPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"4","GH",1,"GHWI41FL.DTA","GHKR41FL.DTA","GHGE42FL.shp","GHPR41FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"4","GH",2,"","GHKR4BFL.DTA","GHGE4BFL.shp","GHPR4BFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","GH",2,"","GHKR5AFL.DTA","GHGE5AFL.shp","GHPR5AFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","GH",1,"","GHKR72FL.DTA","GHGE71FL.shp","GHPR72FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","GH",2,"","GHKR7AFL.DTA","GHGE7AFL.shp","GHPR7AFL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"0","GH",1,"","GHKR01FL.DTA","","",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","GN",1,"GNWI41FL.DTA","GNKR41FL.DTA","GNGE42FL.shp","GNPR41FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"5","GN",1,"","gnkr52fl.dta","GNGE52FL.shp","GNPR53FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","GN",1,"","GNKR62FL.DTA","GNGE61FL.shp","GNPR62FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","GU",1,"","GUKR71FL.DTA","GUGE71FL.shp","GUPR71FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"0","GU",1,"","GUKR01FL.DTA","","",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"3","GU",1,"GUWI33FL.DTA","GUKR34FL.DTA","","GUPR34FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","GU",1,"GUWI42FL.DTA","GUKR41FL.DTA","","GUPR41FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"5","GY",3,"","GYKR5IFL.DTA","GYGE5JFL.shp","GYPR5IFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","GY",1,"","GYKR51FL.DTA","","GYPR51FL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"6","HN",1,"","HNKR62FL.DTA","HNGE61FL.shp","HNPR62FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","HN",1,"","HNKR52FL.DTA","","HNPR52FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"4","HT",1,"HTwi42fl.dta","HTKR42FL.dta","HTGE42FL.shp","HTPR42FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","HT",1,"","HTKR52FL.DTA","HTGE52FL.shp","HTPR52FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","HT",1,"","HTKR61FL.DTA","HTGE61FL.shp","HTPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"3","HT",1,"HTWI31FL.DTA","HTKR31FL.DTA","","HTPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","ID",1,"","IDKR42FL.DTA","IDGE43FL.shp","IDPR42FL.DTA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","ID",1,"","IDKR01FL.DTA","","",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"2","ID",1,"","IDKR21FL.DTA","","IDPR21FL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3","ID",1,"","IDKR31FL.DTA","","IDPR31FL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3","ID",2,"IDWI3AFL.DTA","IDKR3AFL.DTA","","IDPR3AFL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"5","ID",1,"","IDKR51FL.DTA","","IDPR52FL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"6","ID",1,"","IDKR63FL.DTA","","IDPR63FL.DTA",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"4","JO",1,"JOWI41FL.DTA","JOKR42FL.DTA","JOGE43FL.shp","JOPR42FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","JO",1,"","JOKR51FL.DTA","JOGE52FL.shp","JOPR51FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","JO",2,"","JOKR6CFL.DTA","JOGE6AFL.shp","JOPR6CFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2","JO",1,"JOWI21FL.DTA","JOKR21FL.DTA","","JOPR21FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"3","JO",1,"JOWI31FL.DTA","JOKR31FL.DTA","","JOPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"6","JO",1,"","JOKR61FL.DTA","","JOPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"4","KE",1,"","KEKR42FL.DTA","KEGE43FL.shp","KEPR42FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","KE",1,"","KEKR52FL.DTA","KEGE52FL.shp","KEPR52FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","KE",1,"","KEKR71FL.DTA","KEGE71FL.shp","KEPR71FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","KE",2,"","KEKR7HFL.DTA","KEGE7AFL.shp","KEPR7HFL.DTA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","KE",1,"","KEKR01FL.DTA","","",NA,NA,NA,NA,NA,NA,FALSE,NA,NA
"3","KE",1,"KEWI31FL.DTA","KEKR31FL.DTA","","KEPR33FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"3","KE",2,"KEWI3AFL.DTA","KEKR3AFL.DTA","","KEPR3AFL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","KH",1,"KHWI41FL.DTA","KHKR42FL.dta","KHGE43FL.shp","KHPR42FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","KH",1,"","KHKR51FL.DTA","KHGE51FL.shp","KHPR51FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","KH",1,"","KHKR61FL.DTA","KHGE62FL.shp","KHPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","KH",1,"","KHKR73FL.DTA","KHGE71FL.shp","KHPR73FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","KM",1,"","KMKR61FL.DTA","KMGE61FL.shp","KMPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"3","KM",1,"KMWI32FL.DTA","KMKR31FL.DTA","","KMPR32FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"6","KY",1,"","KYKR61FL.DTA","KYGE61FL.shp","KYPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"3","KY",1,"KYWI31FL.DTA","KYKR31FL.DTA","","KYPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"0","LB",1,"","LBKR01FL.DTA","LBGE03FL.shp","",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","LB",1,"","LBKR51FL.DTA","LBGE52FL.shp","LBPR51FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","LB",2,"","LBKR5AFL.DTA","LBGE5CFL.shp","LBPR5AFL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"6","LB",1,"","LBKR61FL.DTA","LBGE61FL.shp","LBPR61FL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"6","LB",2,"","LBKR6AFL.DTA","LBGE6AFL.shp","LBPR6AFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4","LS",1,"","LSKR41FL.dta","LSGE42FL.shp","LSPR41FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","LS",1,"","LSKR61FL.DTA","LSGE62FL.shp","LSPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","LS",1,"","LSKR71FL.DTA","LSGE71FL.shp","LSPR71FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4","MA",1,"","MAKR43FL.dta","MAGE43FL.shp","MAPR43FL.dta",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"0","MA",1,"","MAKR01FL.DTA","","",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"2","MA",1,"MAWI21FL.DTA","MAKR21FL.DTA","","MAPR21FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"5","MB",1,"","MBKR53FL.DTA","MBGE52FL.shp","MBPR53FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"3","MD",1,"MDWI31FL.DTA","MDKR31FL.DTA","MDGE32FL.shp","MDPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"5","MD",1,"","MDKR51FL.DTA","MDGE53FL.shp","MDPR51FL.DTA",TRUE,TRUE,NA,TRUE,TRUE,TRUE,TRUE,TRUE,NA
"6","MD",1,"","MDKR61FL.DTA","MDGE61FL.shp","MDPR61FL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"6","MD",2,"","MDKR6HFL.DTA","MDGE6AFL.shp","MDPR6HFL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"7","MD",1,"","MDKR71FL.DTA","MDGE71FL.shp","MDPR71FL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"2","MD",1,"","MDKR21FL.DTA","","MDPR21FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","MD",1,"","MDKR42FL.DTA","","MDPR42FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"3","ML",1,"MLWI32FL.DTA","MLKR31FL.DTA","MLGE33FL.shp","MLPR32FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"4","ML",1,"MLwi42fl.dta","MLKR41FL.DTA","MLGE42FL.shp","MLPR41FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","ML",1,"","MLKR53FL.DTA","MLGE52FL.shp","MLPR53FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","ML",1,"","","MLGE63FL.shp","MLPR60FL.DTA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","ML",2,"","MLKR6HFL.DTA","MLGE6BFL.shp","MLPR6HFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"7","ML",1,"","MLKR70FL.DTA","MLGE71FL.shp","MLPR70FL.DTA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"0","ML",1,"","MLKR01FL.DTA","","",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"7","MM",1,"","MMKR71FL.DTA","MMGE71FL.shp","MMPR71FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4","MW",1,"MWwi42fl.dta","MWKR41FL.DTA","MWGE43FL.shp","MWPR41FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4","MW",2,"","MWKR4EFL.DTA","MWGE4BFL.shp","MWPR4EFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","MW",1,"","MWKR61FL.DTA","MWGE62FL.shp","MWPR61FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"6","MW",2,"","MWKR6HFL.DTA","MWGE6AFL.shp","MWPR6HFL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"7","MW",1,"","MWKR71FL.DTA","MWGE71FL.shp","MWPR71FL.DTA",NA,TRUE,NA,NA,NA,NA,NA,NA,NA
"7","MW",2,"","MWKR7HFL.DTA","MWGE7AFL.shp","MWPR7HFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"2","MW",1,"MWWI22FL.DTA","MWKR21FL.DTA","","MWPR22FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"5","MZ",1,"","","MZGE52FL.shp","MZPR51FL.DTA",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","MZ",1,"","MZKR62FL.DTA","MZGE61FL.shp","MZPR62FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"3","MZ",1,"MZWI31FL.DTA","MZKR31FL.DTA","","MZPR31FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,FALSE,NA,TRUE
"4","MZ",1,"","MZKR41FL.DTA","","MZPR41FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE
"2","NG",1,"NGWI21FL.DTA","NGKR21FL.DTA","NGGE23FL.shp","NGPR21FL.DTA",TRUE,TRUE,TRUE,NA,NA,NA,TRUE,NA,TRUE
"4","NG",2,"","NGKR4BFL.DTA","NGGE4BFL.shp","NGPR4CFL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5","NG",1,"","NGKR53FL.DTA","NGGE52FL.shp","NGPR53FL.DTA",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
