"latitude","longitude","code","interview_year","interview_month"
-21.457256,15.903676,"NM-5-1-70",2007,3
31.1259238094,30.9557810407,"EG-5-2-189",2008,4
27.0467739949,31.3408017274,"EG-5-2-626",2008,3
19.313899,-70.739484,"DR-5-1-929",2007,5
-26.455405,31.057259,"SZ-5-1-151",2006,11
19.414423,-71.153423,"DR-5-1-3135",2007,4
19.412875,-71.414662,"DR-5-1-2627",2007,4
30.5679478585,30.878574296,"EG-5-2-1209",2008,4
18.750047,-70.067293,"DR-5-1-2100",2007,7
0.498336,9.391095,"GA-6-1-5",2012,2
15.404417,-88.161754,"HN-6-1-306",2012,2
14.071899,-87.203415,"HN-6-1-535",2011,10
-20.468228,16.653082,"NM-5-1-462",2007,3
-20.090301,28.510728,"ZW-4-1-73",1999,8
3.760143,33.749376,"UG-6-1-457",2011,10
-6.250115,-79.599892,"PE-5-1-659",2005,3
30.3365738681,31.1274093118,"EG-5-2-136",2008,4
30.944405651,31.5259794255,"EG-5-2-759",2008,5
40.277398,44.352857,"AM-6-1-62",2010,11
6.362677,-10.732283,"LB-6-2-241",2013,6
28.31007518,30.71148541,"EG-4-1-3620703",2000,3
-12.13853,44.425116,"KM-6-1-101",2012,11
19.068508,-69.386846,"DR-5-1-945",2007,7
18.445707,-69.025472,"DR-5-1-1531",2007,7
7.518813,5.748877,"NG-6-2-833",2013,2
-8.680888,-77.897338,"PE-5-1-79",2008,3
15.765727,-86.788867,"HN-6-1-16",2012,2
16.016467,-16.494718,"SN-4-2-6",2005,5
-6.492162,-76.366374,"PE-5-1-1221",2005,9
18.519657,-72.364477,"HT-6-1-162",2012,1
30.1861158612,31.217679912,"EG-5-2-638",2008,5
19.448774,-70.500604,"DR-5-1-759",2007,5
18.851056,-71.636587,"DR-5-1-2492",2007,3
27.9053187823,34.3123178655,"EG-5-2-379",2008,4
18.921127,-71.686033,"DR-5-1-149",2007,4
-3.99660745177,39.7011094897,"KE-4-1-192",2003,6
19.285177,-70.276657,"DR-5-1-1922",2007,5
9.075202,7.327502,"NG-6-2-38",2013,2
0,0,"NG-4-2-258",2003,7
19.403048,-71.167662,"DR-5-1-754",2007,4
19.655643,-70.371975,"DR-5-1-1923",2007,5
30.2036661659,31.0636749659,"EG-5-2-18",2008,4
-13.708646,-76.196682,"PE-5-1-497",2008,6
40.801138,44.523964,"AM-6-1-158",2010,11
6.804643,-58.161944,"GY-5-3-264",2009,4
31.23246504,29.97848127,"EG-4-1-490301",2000,4
47.138206,28.863916,"MB-5-1-194",2005,6
-11.706758,43.250537,"KM-6-1-233",2012,11
30.10400351,31.29762413,"EG-4-1-182611",2000,4
31.50858699,31.85015548,"EG-4-1-1000503",2000,3
18.477769,-69.273993,"DR-5-1-1625",2007,7
7.46826478,-1.97388749,"GH-4-2-26",2003,8
-13.966937,-75.766824,"PE-5-1-502",2008,11
-0.714671,37.14316,"KE-5-1-336",2008,11
19.364374,-70.434246,"DR-5-1-1038",2007,5
-4.41044558862,15.3713066135,"CD-5-1-33",2007,5
7.81513967073,9.26046843259,"NG-4-2-22",2003,4
-17.191918,-70.934859,"PE-5-1-1016",2007,5
30.8288631321,30.9384051689,"EG-5-2-664",2008,4
15.858204,-87.941933,"HN-6-1-326",2012,2
31.215884418,29.9668223374,"EG-5-2-129",2008,4
30.4325725499,32.3472936019,"EG-5-2-432",2008,5
5.56021231,-0.22621362,"GH-4-2-160",2003,8
40.097478,44.467064,"AM-6-1-97",2010,12
30.8763714967,30.710059757,"EG-5-2-728",2008,4
18.242938,-70.180773,"DR-5-1-1833",2007,7
-1.691078,29.254904,"RW-5-1-277",2005,3
18.91046,-70.722643,"DR-5-1-428",2007,6
31.26525083,32.3130752,"EG-4-1-760703",2000,2
-3.500681,-80.278249,"PE-5-1-1339",2008,8
-26.732669,31.000696,"SZ-5-1-95",2006,10
47.055134,28.893303,"MB-5-1-159",2005,6
40.777509,44.155482,"AM-6-1-179",2010,10
7.37640158796,3.85490883661,"NG-4-2-267",2003,8
0,0,"HN-6-1-176",2012,4
29.0802648677,31.0822777881,"EG-5-2-127",2008,3
-12.046907,-77.031197,"PE-5-1-671",2007,4
-1.974331,30.049355,"RW-5-1-393",2005,4
-16.086248,-69.650985,"PE-5-1-1176",2005,9
18.866284,-69.839981,"DR-5-1-1145",2007,6
39.20513,46.406201,"AM-6-1-241",2010,12
31.2482303764,32.3163641821,"EG-4-1-800401",2000,3
16.323602,-86.535198,"HN-6-1-716",2012,6
30.7008308886,30.2626269776,"EG-5-2-1126",2008,5
-17.655341,-71.34482,"PE-5-1-1027",2008,8
26.015030732,32.3102152165,"EG-5-2-28",2008,3
30.73087887,31.79551402,"EG-4-1-1420402",2000,3
31.01395844,28.44828114,"EG-4-1-4840303",2000,4
-9.170279,-78.368081,"PE-5-1-64",2008,3
-1.178102,36.745471,"KE-5-1-158",2008,11
-13.52697,-71.974995,"PE-5-1-320",2007,2
47.037626,28.879182,"MB-5-1-154",2005,6
9.197908,12.488787,"NG-6-2-187",2013,3
-17.450372,15.888484,"NM-5-1-272",2007,3
31.1614856578,29.8637648711,"EG-5-2-415",2008,4
18.920158,-70.385649,"DR-5-1-723",2007,6
19.483546,-70.700216,"DR-5-1-1766",2007,5
18.505054,-71.33929,"DR-5-1-140",2007,3
30.9427715805,31.3008558536,"EG-5-2-666",2008,5
7.32643493,13.58197251,"CM-4-1-349",2004,3
18.477686,-69.883954,"DR-5-1-22",2007,6
30.4189684338,31.4857058182,"EG-5-2-1014",2008,4
-26.500325,31.31228,"SZ-5-1-23",2007,1
30.13125256,31.33102074,"EG-4-1-81407",2000,3
30.0633256315,31.3154478674,"EG-5-2-732",2008,5
14.130818,-16.075004,"SN-4-2-152",2005,3
19.428024,-70.43136,"DR-5-1-1097",2007,5
18.919532,-70.411418,"DR-5-1-1607",2007,7
19.475298,-71.3462,"DR-5-1-2499",2007,4
-9.894736,-77.737186,"PE-5-1-83",2007,4
29.9809829442,32.5136003368,"EG-5-2-1102",2008,5
19.535512,-71.707334,"DR-5-1-2680",2007,4
3.674297,31.734715,"UG-6-1-527",2011,6
31.1806295914,31.5660405879,"EG-5-2-1136",2008,4
18.454449,-70.622232,"DR-5-1-2342",2007,3
14.317897,-87.695852,"HN-6-1-748",2012,3
30.54543213,31.77973305,"EG-4-1-2850603",2000,3
47.248476,28.300647,"MB-5-1-64",2005,8
18.80506,-70.257289,"DR-5-1-438",2007,7
26.5586589652,31.6718540726,"EG-5-2-331",2008,3
13.0682224012,5.23063900301,"NG-4-2-183",2003,4
30.065683208,31.2433470079,"EG-5-2-263",2008,4
-17.600276,-71.346641,"PE-5-1-1037",2008,9
31.2136948197,30.0133091451,"EG-5-2-338",2008,3
4.95316069,9.93517293,"CM-4-1-231",2004,4
30.00777568,31.21221086,"EG-4-1-3020408",2000,2
14.453229,-87.637396,"HN-6-1-122",2011,12
18.604525,-72.248459,"HT-6-1-144",2012,4
-1.983305,30.027391,"RW-6-1-383",2011,3
30.0024128259,31.2114625084,"EG-5-2-684",2008,4
26.0361986265,32.2408445905,"EG-5-2-340",2008,3
47.000514,28.834775,"MB-5-1-145",2005,6
40.199352,44.495139,"AM-6-1-15",2010,10
18.94397,-71.233424,"DR-5-1-2230",2007,4
9.583378,-13.652651,"GN-5-1-116",2005,2
31.244938991,29.9690781287,"EG-5-2-1028",2008,4
6.793756,-58.164751,"GY-5-3-285",2009,3
-12.033424,-77.042221,"PE-5-1-766",2007,10
30.0257353635,31.1994909738,"EG-5-2-1259",2008,4
0,0,"EG-5-2-508",2008,5
-0.719599,8.783982,"GA-6-1-270",2012,3
19.655455,-71.020708,"DR-5-1-932",2007,4
7.32144868,13.58740982,"CM-4-1-121",2004,3
31.2789332358,30.0123178263,"EG-5-2-345",2008,5
-26.46488,31.202132,"SZ-5-1-59",2006,11
-23.196428,16.773078,"NM-5-1-230",2007,3
0.303331,34.749202,"KE-5-1-169",2009,1
14.796448,-16.161534,"SN-4-2-249",2005,5
40.164468,44.294901,"AM-6-1-120",2010,12
31.2679240561,30.022674385,"EG-5-2-1264",2008,5
-27.124885,31.205754,"SZ-5-1-24",2006,12
12.9970457116,7.59857728724,"NG-4-2-173",2003,7
18.453087,-70.073981,"DR-5-1-808",2007,6
30.647849011,30.7846287085,"EG-5-2-1211",2008,4
30.0988657948,31.2307330452,"EG-5-2-811",2008,3
11.4783,104.937581,"KH-6-1-250",2010,12
19.792423,-70.711841,"DR-5-1-2070",2007,5
18.494393,-71.422231,"DR-5-1-623",2007,3
39.520856,46.335171,"AM-6-1-247",2010,11
31.39835485,31.73434633,"EG-4-1-1020504",2000,3
-4.881563,-80.70522,"PE-5-1-1135",2008,5
47.758015,27.895499,"MB-5-1-48",2005,7
29.9891392928,31.2014057389,"EG-5-2-914",2008,4
31.35704896,27.23195303,"EG-4-1-4820204",2000,4
47.043412,28.851516,"MB-5-1-189",2005,6
-26.29113,31.757628,"SZ-5-1-71",2006,7
-11.65671,43.275211,"KM-6-1-248",2012,8
30.6062908146,30.8457913596,"EG-5-2-7",2008,4
-20.460755,16.669636,"NM-5-1-477",2007,3
31.21104001,31.6995729402,"EG-5-2-1066",2008,5
0.31143,32.609831,"UG-5-1-91",2006,8
45.895506,28.188304,"MB-5-1-228",2005,8
15.785233,-86.765392,"HN-6-1-21",2012,2
4.58925197,13.68660333,"CM-4-1-446",2004,3
40.143503,44.448492,"AM-6-1-47",2010,11
29.9657142724,32.5131927608,"EG-5-2-949",2008,4
31.58197222,31.03345727,"EG-4-1-1950203",2000,2
-22.317445,18.652243,"NM-5-1-327",2007,2
5.73853802,-0.17180636,"GH-4-2-241",2003,8
18.901427,-70.274419,"DR-5-1-642",2007,6
-0.507446718488,34.4271326906,"KE-4-1-328",2003,4
15.489015,-88.008868,"HN-6-1-280",2012,3
-26.441938,31.927429,"SZ-5-1-136",2006,8
18.479241,-69.307387,"DR-5-1-1752",2007,7
40.495633,44.760029,"AM-6-1-184",2010,10
29.06242141,31.10369584,"EG-4-1-3250405",2000,2
14.041432,-87.217786,"HN-6-1-539",2011,10
9.499372,-13.724548,"GN-5-1-144",2005,2
29.98839501,32.54778994,"EG-4-1-941402",2000,4
-8.072101,-79.053777,"PE-5-1-587",2008,7
46.511851,28.791093,"MB-5-1-206",2005,8
-19.238542,17.721907,"NM-5-1-420",2007,3
6.961829,6.012319,"NG-6-2-720",2013,4
24.46635073,32.93969035,"EG-4-1-4530302",2000,3
14.099717,-87.157044,"HN-6-1-506",2011,9
-3.636663,-80.589572,"PE-5-1-1351",2005,9
15.766192,-86.797952,"HN-6-1-5",2012,2
40.159968,44.504807,"AM-6-1-29",2010,11
31.1971076864,32.0047210826,"EG-5-2-1053",2008,4
31.1165726481,33.8077707203,"EG-5-2-711",2008,3
-26.310712,31.137751,"SZ-5-1-274",2006,12
18.600616,-70.94086,"DR-5-1-816",2007,4
-18.919411,47.553168,"MD-5-1-12",2008,12
30.1590949005,31.3840035219,"EG-5-2-1056",2008,4
-2.591233,33.436368,"TZ-6-1-332",2010,3
29.31829196,30.83315143,"EG-4-1-3440204",2000,2
31.0846095376,31.644406655,"EG-5-2-373",2008,5
18.417183,-69.996509,"DR-5-1-3083",2007,6
18.501423,-69.818188,"DR-5-1-1045",2007,6
30.3610631346,30.522691448,"EG-5-2-841",2008,5
19.113377,-70.237291,"DR-5-1-942",2007,5
31.1943361977,29.9149209131,"EG-5-2-968",2008,5
14.097598,-87.209036,"HN-6-1-552",2011,10
18.774946,-71.166076,"DR-5-1-1466",2007,4
9.87285,11.230351,"NG-6-2-247",2013,2
19.011332,-70.410261,"DR-5-1-1838",2007,7
-2.476095,29.586631,"RW-5-1-231",2005,4
10.484925,7.391393,"NG-6-2-335",2013,5
18.4625,-70.760646,"DR-5-1-3074",2007,8
40.058207,44.434073,"AM-6-1-91",2010,11
30.5243917993,31.0218491611,"EG-5-2-1178",2008,4
31.2162014287,29.9421234947,"EG-5-2-1177",2008,4
-11.200914,28.865906,"ZM-5-1-259",2007,4
31.0043527284,31.1038353862,"EG-5-2-60",2008,5
31.1439158297,30.120781064,"EG-5-2-122",2008,5
7.581107,6.188577,"NG-6-2-48",2013,3
30.7325442432,31.5672575981,"EG-5-2-600",2008,5
40.874262,45.131871,"AM-6-1-287",2010,10
7.873784,-11.201754,"SL-6-1-305",2013,8
4.86098811178,6.45120102596,"NG-4-2-344",2003,7
19.047006,-70.139818,"DR-5-1-1236",2007,7
0,0,"CD-5-1-231",2007,5
29.39687192,30.72378284,"EG-4-1-3500104",2000,2
11.4456911329,104.523665595,"KH-5-1-88",2005,12
15.574544,-87.949074,"HN-6-1-317",2012,4
31.21058901,29.90730052,"EG-4-1-560202",2000,3
31.0455705347,31.3914162455,"EG-5-2-1184",2008,5
41.034565,44.599158,"AM-6-1-181",2010,10
40.209281,44.452416,"AM-6-1-3",2010,11
40.746893,44.891925,"AM-6-1-294",2010,12
-6.793868,-76.221876,"PE-5-1-1234",2008,8
-22.44482,18.967667,"NM-5-1-306",2007,2
-19.250975,17.725352,"NM-5-1-419",2007,3
19.316025,-70.197304,"DR-5-1-2529",2007,5
-18.017445,-70.25265,"PE-5-1-1276",2005,3
-22.489547,17.060164,"NM-5-1-223",2007,1
14.072211,-87.159769,"HN-6-1-516",2011,9
19.182057,-69.393896,"DR-5-1-3141",2007,5
14.109493,-87.156791,"HN-6-1-508",2011,10
-23.781531,19.465903,"NM-5-1-324",2006,12
18.772412,-69.651775,"DR-5-1-550",2007,6
30.0527187094,31.2712497298,"EG-5-2-858",2008,5
18.453277,-70.750271,"DR-5-1-3125",2007,4
18.521031,-69.858784,"DR-5-1-2949",2007,6
48.158797,27.311181,"MB-5-1-9",2005,7
5.62548553,-0.25961093,"GH-4-2-65",2003,9
40.169485,44.29435,"AM-6-1-117",2010,11
31.2235218565,29.9826000556,"EG-5-2-572",2008,4
18.573293,-70.000517,"DR-5-1-5",2007,6
19.49388,-70.712089,"DR-5-1-10",2007,6
-18.008908,-70.259142,"PE-5-1-1271",2005,9
5.55655494,-0.26631313,"GH-4-2-310",2003,8
-26.413888,31.202167,"SZ-5-1-3",2006,11
-22.758382,19.20772,"NM-5-1-317",2006,12
5.60353988,-0.24886679,"GH-4-2-191",2003,8
47.023539,28.782627,"MB-5-1-113",2005,6
24.12656465,32.94904176,"EG-4-1-4660103",2000,2
15.428077,-87.914378,"HN-6-1-342",2011,10
0,0,"DR-5-1-1239",2007,4
5.313626,5.788037,"NG-6-2-677",2013,3
47.250282,28.332794,"MB-5-1-66",2005,8
-26.305132,31.142895,"SZ-5-1-32",2006,12
19.659244,-71.382363,"DR-5-1-440",2007,4
31.0877596291,31.6109023519,"EG-5-2-40",2008,5
19.849961,-71.653712,"DR-5-1-36",2007,4
9.071747,7.47703,"NG-6-2-34",2013,2
30.7855591411,31.057317716,"EG-5-2-758",2008,5
19.107292,-70.164067,"DR-5-1-2601",2007,5
18.776336,-70.325658,"DR-5-1-2624",2007,7
18.818066,-71.24575,"DR-5-1-2453",2007,3
7.550173,6.24953,"NG-6-2-68",2013,3
-4.84943205553,21.560606311,"CD-5-1-15",2007,6
-22.519775,17.034507,"NM-5-1-210",2007,2
30.01878665,31.11285788,"EG-4-1-3130105",2000,3
30.96071875,31.09892334,"EG-4-1-2170409",2000,3
-8.179289,-76.512298,"PE-5-1-1239",2008,9
19.28002,-70.180206,"DR-5-1-2695",2007,5
30.58012627,30.90435739,"EG-4-1-2330808",2000,3
-26.038484,31.816342,"SZ-5-1-40",2007,2
19.465457,-70.672053,"DR-5-1-822",2007,5
11.565755,104.931823,"KH-6-1-311",2011,1
0.303904,32.566707,"UG-6-1-4",2011,9
-26.490148,31.345438,"SZ-5-1-19",2006,12
-13.608869,-72.882467,"PE-5-1-109",2005,6
-12.069919,-75.211279,"PE-5-1-521",2007,6
-18.040918,13.857752,"NM-5-1-248",2006,11
6.321702,-58.141568,"GY-5-3-112",2009,3
31.54569872,25.16585695,"EG-4-1-4810101",2000,4
-3.580486,-80.448839,"PE-5-1-1331",2005,5
31.07286509,31.15001474,"EG-4-1-2190104",2000,3
30.5937346643,31.2132136217,"EG-5-2-1205",2008,4
40.35807,45.128557,"AM-6-1-134",2010,10
-0.796772,29.931162,"UG-6-1-707",2011,8
-3.88036181112,39.4865962694,"KE-4-1-337",2003,5
-15.840988,-70.024776,"PE-5-1-1158",2007,8
12.714929,104.906026,"KH-6-1-172",2010,12
14.771886,-17.367331,"SN-4-2-155",2005,2
26.1784443191,32.7516424524,"EG-5-2-495",2008,4
14.104263,-87.220327,"HN-6-1-547",2011,10
6.31111,6.483406,"NG-6-2-676",2013,2
18.456001,-69.309187,"DR-5-1-2300",2007,7
19.706001,-70.834657,"DR-5-1-293",2007,5
30.40516624,31.13917356,"EG-4-1-1780102",2000,3
18.528624,-72.395971,"HT-6-1-122",2012,1
19.509095,-70.305551,"DR-5-1-3052",2007,5
30.296714963,30.9776588608,"EG-5-2-228",2008,4
-26.799391,31.919554,"SZ-5-1-120",2006,10
-7.222457,-79.426064,"PE-5-1-591",2007,6
-1.28947302141,36.8193183942,"KE-4-1-366",2003,8
11.7468659319,-2.77557845865,"BF-4-1-17",2003,9
25.44511385,30.57168831,"EG-4-1-4740301",2000,3
12.35655,-1.479553,"BF-6-1-224",2010,5
29.9881485223,32.5489365141,"EG-5-2-190",2008,4
18.037992,-71.749728,"DR-5-1-471",2007,6
18.513085,-69.805679,"DR-5-1-2530",2007,6
19.439205,-70.739323,"DR-5-1-1296",2007,7
-27.111225,31.187522,"SZ-5-1-50",2006,11
18.189114,-71.114437,"DR-5-1-2372",2007,3
14.167719,103.5092,"KH-6-1-598",2010,9
30.2961705748,31.3374698441,"EG-5-2-111",2008,4
10.319448,11.178826,"NG-6-2-242",2013,4
-2.38701,11.368648,"GA-6-1-2",2012,3
23.814994,90.426946,"BD-5-1-154",2007,7
0.299081,32.593913,"UG-6-1-25",2011,11
9.310549,42.152702,"ET-5-1-155",1997,10
4.968501,8.339671,"NG-6-2-660",2013,6
19.347726,-71.356183,"DR-5-1-1271",2007,4
29.3558169969,30.8111404512,"EG-5-2-425",2008,4
14.461989,-87.639098,"HN-6-1-117",2012,5
31.26234988,32.28453726,"EG-4-1-721310",2000,3
-12.239867,44.526442,"KM-6-1-51",2012,10
-22.547423,17.098638,"NM-5-1-190",2007,3
40.198525,44.518566,"AM-6-1-8",2010,10
40.186018,44.492262,"AM-6-1-11",2010,11
18.447062,-69.288615,"DR-5-1-389",2007,7
18.820733,-71.258246,"DR-5-1-2149",2007,3
-26.491628,31.31439,"SZ-5-1-269",2006,12
9.30343179,13.36995813,"CM-4-1-387",2004,3
31.24720548,29.98153281,"EG-4-1-412203",2000,4
11.575457,104.885141,"KH-6-1-340",2010,11
-17.499872,24.282344,"NM-5-1-2",2007,3
-26.489567,31.413269,"SZ-5-1-13",2006,12
15.426324,-88.002799,"HN-6-1-302",2012,3
40.798882,44.505073,"AM-6-1-161",2010,11
-26.712144,31.682417,"SZ-5-1-87",2006,7
5.56321357,-0.15609905,"GH-4-2-119",2003,9
18.941985,-70.418538,"DR-5-1-712",2007,7
-26.529949,31.368166,"SZ-5-1-275",2007,1
31.25740226,32.26799928,"EG-4-1-732201",2000,2
-22.933597,14.518145,"NM-5-1-49",2007,1
31.0248851018,31.3648568941,"EG-5-2-1119",2008,5
6.500041,2.938151,"NG-6-2-782",2013,5
-22.495062,17.025751,"NM-5-1-214",2007,2
30.71670737,31.02129359,"EG-4-1-2270101",2000,3
-26.303627,31.130596,"SZ-5-1-16",2006,12
18.43375,-69.988771,"DR-5-1-3187",2007,6
-1.42327156589,36.7140019067,"KE-4-1-56",2003,4
47.046055,28.757523,"MB-5-1-116",2005,6
19.064165,-70.160888,"DR-5-1-1306",2007,6
12.602036,37.462694,"ET-5-1-393",1997,9
31.1388860867,30.1932878423,"EG-5-2-856",2008,5
-1.22192615553,36.7391876172,"KE-4-1-385",2003,8
0.29988,32.615297,"UG-5-1-92",2006,9
14.874766,-86.191456,"HN-6-1-926",2011,10
3.89809768,11.52227911,"CM-4-1-77",2004,3
19.73276,-72.21949,"HT-5-1-176",2005,12
31.2632507864,29.996592567,"EG-5-2-655",2008,5
30.198759732,31.3649006821,"EG-5-2-950",2008,5
26.2788773254,32.0436698965,"EG-5-2-616",2008,4
19.03902,-70.013681,"DR-5-1-2317",2007,6
31.26959212,32.31450493,"EG-4-1-790105",2000,3
18.411815,-70.02632,"DR-5-1-3188",2007,6
-17.646437,-71.333037,"PE-5-1-1026",2007,6
30.5602325244,31.7867135924,"EG-5-2-580",2008,5
14.334221,-87.613345,"HN-6-1-141",2011,12
-12.088431,-77.074913,"PE-5-1-819",2005,2
5.612769,6.945487,"NG-6-2-589",2013,5
19.364344,-70.335124,"DR-5-1-3034",2007,5
19.421087,-71.458508,"DR-5-1-1714",2007,4
28.0904913328,30.7480723046,"EG-5-2-1129",2008,4
30.62573151,31.45030482,"EG-4-1-1580204",2000,3
14.07677,-87.167148,"HN-6-1-515",2011,10
-1.28629094041,36.8112006982,"KE-4-1-339",2003,5
0.33075,9.483172,"GA-6-1-196",2012,1
-3.437109,10.659848,"GA-6-1-47",2012,4
19.767736,-70.502232,"DR-5-1-2972",2007,5
48.282396,26.805965,"MB-5-1-239",2005,7
30.04705664,31.19820887,"EG-4-1-2991401",2000,4
-17.903107,15.979609,"NM-5-1-382",2007,3
18.292546,-71.191608,"DR-5-1-2351",2007,3
30.0331409362,32.5803557478,"EG-5-2-669",2008,4
25.6169952927,30.6522435779,"EG-5-2-795",2008,4
40.794346,43.84621,"AM-6-1-214",2010,10
-6.001724,39.246531,"TZ-6-1-472",2010,2
30.60225883,32.27444132,"EG-4-1-2840801",2000,4
47.016579,28.882705,"MB-5-1-151",2005,6
30.7710638261,30.9548811481,"EG-5-2-673",2008,4
15.763035,-86.785206,"HN-6-1-17",2012,2
39.677949,45.467663,"AM-6-1-275",2010,11
15.518364,-88.030383,"HN-6-1-238",2012,3
30.55396365,31.7751152,"EG-4-1-2850302",2000,3
48.181345,28.313456,"MB-5-1-13",2005,7
30.55205106,32.30585472,"EG-4-1-2891105",2000,3
30.30748129,30.9699726,"EG-4-1-2360102",2000,3
19.437866,-70.527774,"DR-5-1-1929",2007,5
18.689534,-68.628051,"DR-5-1-2311",2007,7
30.8249065775,31.4287957731,"EG-5-2-330",2008,5
47.007444,28.809268,"MB-5-1-133",2005,6
4.06237831,9.74334978,"CM-4-1-442",2004,4
0,0,"PE-5-1-1214",2008,10
30.8351925096,30.8112540419,"EG-5-2-312",2008,4
1.621847,11.585888,"GA-6-1-336",2012,4
14.101841,-87.158335,"HN-6-1-507",2011,10
-7.172568,-79.471447,"PE-5-1-592",2008,7
0.409286,9.447007,"GA-6-1-173",2012,1
30.1196186986,31.2546821967,"EG-5-2-1104",2008,5
47.059795,28.828062,"MB-5-1-178",2005,6
-12.075221,-77.072749,"PE-5-1-751",2007,9
0.420735,9.471048,"GA-6-1-147",2012,2
18.350043,-71.215999,"DR-5-1-1360",2007,7
18.746801,-69.26314,"DR-5-1-1215",2007,7
-11.716827,43.247065,"KM-6-1-179",2012,11
5.60667225,-0.20584506,"GH-4-2-320",2003,9
18.045296,-71.744961,"DR-5-1-2436",2007,6
-3.293669,29.52009,"BU-6-1-15",2010,11
29.9955586286,32.5215103574,"EG-5-2-385",2008,4
30.1590228,31.33776499,"EG-4-1-11704",2000,3
30.7323992481,31.2576771202,"EG-5-2-464",2008,5
-15.270942,23.136157,"ZM-5-1-237",2007,4
-20.838685,16.920339,"NM-5-1-496",2006,12
18.927291,-71.76902,"DR-5-1-2054",2007,8
15.315716,-88.541067,"HN-6-1-977",2011,11
28.49754338,30.81599342,"EG-4-1-3610206",2000,4
-12.923974,28.658618,"ZM-5-1-160",2007,9
-12.586971,-69.195226,"PE-5-1-964",2005,6
-0.748603,8.757132,"GA-6-1-287",2012,4
25.56326717,28.87511722,"EG-4-1-4790103",2000,3
-22.662965,14.540193,"NM-5-1-43",2006,11
5.62492,7.590855,"NG-6-2-494",2013,3
-1.2909113037,36.8030268096,"KE-4-1-273",2003,4
0.279462,32.571946,"UG-5-1-107",2006,9
9.543206,-13.687008,"GN-5-1-270",2005,2
14.771139,-17.437583,"SN-4-2-285",2005,2
-10.959497,-75.199878,"PE-5-1-546",2007,2
5.3205878,-1.99155186,"GH-4-2-405",2003,9
-12.285546,44.473688,"KM-6-1-79",2012,10
31.12217059,33.81938238,"EG-4-1-4910503",2000,4
27.90259495,30.82953896,"EG-4-1-3800204",2000,3
31.1197911762,29.7883598884,"EG-5-2-1150",2008,4
29.9749939403,31.1584926581,"EG-5-2-1037",2008,6
14.431744,-89.19774,"HN-6-1-858",2012,6
12.275602,9.563036,"NG-6-2-323",2013,5
14.541137,-89.109486,"HN-6-1-860",2012,6
14.341418,-88.946323,"HN-6-1-901",2012,5
19.392608,-70.549056,"DR-5-1-160",2007,6
19.644573,-70.445833,"DR-5-1-1",2007,5
30.5138469632,31.0225608758,"EG-5-2-1155",2008,4
30.8878461476,31.9692929478,"EG-5-2-681",2008,5
30.08616173,31.20085489,"EG-4-1-2931802",2000,3
15.513585,-88.009817,"HN-6-1-275",2012,2
19.588958,-70.97476,"DR-5-1-2751",2007,5
-26.295719,31.130206,"SZ-5-1-90",2006,11
5.5822666,-0.155169,"GH-4-2-133",2003,10
18.936746,-70.422621,"DR-5-1-1461",2007,7
19.901701,-70.959144,"DR-5-1-2039",2007,5
30.1192755381,31.3363713419,"EG-5-2-25",2008,5
18.743733,-69.045358,"DR-5-1-244",2007,7
29.97546016,32.53775465,"EG-4-1-930904",2000,3
31.25496788,32.27126744,"EG-4-1-740302",2000,3
-4.03249710888,39.7016322404,"KE-4-1-141",2003,7
28.53394122,33.94140771,"EG-4-1-4970106",2000,4
39.518101,46.332296,"AM-6-1-250",2010,11
27.9544443463,30.7558874094,"EG-5-2-308",2008,4
23.807465,90.349653,"BD-5-1-163",2007,8
12.178760339,-0.35931154079,"BF-4-1-3",2003,7
6.43483159711,7.4928613377,"NG-4-2-221",2003,3
19.364143,-70.382872,"DR-5-1-1128",2007,5
18.456829,-69.687939,"DR-5-1-212",2007,6
-3.551315,-80.225861,"PE-5-1-1356",2005,2
-1.220176,11.826494,"GA-6-1-58",2012,2
14.11465,-87.227603,"HN-6-1-540",2011,9
11.088693,105.799328,"KH-6-1-535",2010,8
-12.1596036445,44.4020865744,"KM-6-1-60",2012,10
19.050701,-69.379987,"DR-5-1-801",2007,7
47.945721,27.570649,"MB-5-1-22",2005,7
25.71204345,32.66128985,"EG-5-2-26",2008,3
-17.074976,-70.844006,"PE-5-1-1039",2005,7
19.003,-69.978045,"DR-5-1-2281",2007,6
-21.207479,14.876793,"NM-5-1-63",2007,2
19.406571,-70.673818,"DR-5-1-1796",2007,6
45.896522,28.199968,"MB-5-1-226",2005,8
15.34101,-87.807986,"HN-6-1-1129",2012,3
7.636652,5.229608,"NG-6-2-748",2013,2
18.427453,-68.971987,"DR-5-1-979",2007,7
15.179555,-88.420171,"HN-6-1-1019",2011,12
6.401897,7.934859,"NG-6-2-552",2013,3
29.9785574,32.55800347,"EG-4-1-901006",2000,3
18.458321,-69.952018,"DR-5-1-1115",2007,6
11.5773017044,104.926972205,"KH-5-1-514",2005,12
47.003511,28.859772,"MB-5-1-100",2005,6
18.489723,-69.330339,"DR-5-1-357",2007,7
14.093799,-87.152046,"HN-6-1-509",2011,9
7.87081073451,9.78969467267,"NG-4-2-58",2003,4
28.06921723,30.69369352,"EG-4-1-3760203",2000,3
15.481736,-87.927285,"HN-6-1-266",2011,10
18.945843,-69.797146,"DR-5-1-3000",2007,6
30.0044486949,31.2420735322,"EG-5-2-1067",2008,5
18.499959,-69.839317,"DR-5-1-3104",2007,6
